run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time
ditto_alpha0.1_c5_lam2.0_seed42,ditto,1,0.1,5,42,2.0,0.4117647058823529,0.2818670576735093,0.0,3.526339292526245
ditto_alpha0.1_c5_lam2.0_seed42,ditto,2,0.1,5,42,2.0,0.46579048942411616,0.3769048795336962,0.0,4.914488077163696
ditto_alpha0.1_c5_lam2.0_seed42,ditto,3,0.1,5,42,2.0,0.6044231560987003,0.4185407687156973,0.0,4.1946351528167725
ditto_alpha0.1_c5_lam2.0_seed42,ditto,4,0.1,5,42,2.0,0.5941638361381298,0.5398882422795466,0.0,4.530133962631226
ditto_alpha0.1_c5_lam2.0_seed42,ditto,5,0.1,5,42,2.0,0.7020001741863715,0.493212049098125,0.0,3.930906057357788
ditto_alpha0.1_c5_lam2.0_seed42,ditto,6,0.1,5,42,2.0,0.5477974628171478,0.5151625206896103,0.0,3.848878860473633
ditto_alpha0.1_c5_lam2.0_seed42,ditto,7,0.1,5,42,2.0,0.562215017240492,0.48500459978266547,0.0,3.6570680141448975
ditto_alpha0.1_c5_lam2.0_seed42,ditto,8,0.1,5,42,2.0,0.5642331840872832,0.533634063305116,0.0,4.071798086166382
ditto_alpha0.1_c5_lam2.0_seed42,ditto,9,0.1,5,42,2.0,0.5790385308171321,0.46641630908318515,0.0,3.704212188720703
ditto_alpha0.1_c5_lam2.0_seed42,ditto,10,0.1,5,42,2.0,0.5843032446170473,0.4961155611831858,0.0,3.8022329807281494
ditto_alpha0.1_c5_lam2.0_seed42,ditto,11,0.1,5,42,2.0,0.5319408419535793,0.48285268854606367,0.0,3.6928257942199707
ditto_alpha0.1_c5_lam2.0_seed42,ditto,12,0.1,5,42,2.0,0.5365733878853378,0.498470864918957,0.0,3.5435500144958496
ditto_alpha0.1_c5_lam2.0_seed42,ditto,13,0.1,5,42,2.0,0.534708455560702,0.4941952324838625,0.0,3.4145050048828125
ditto_alpha0.1_c5_lam2.0_seed42,ditto,14,0.1,5,42,2.0,0.683125160825485,0.5392814508271468,0.0,3.956176996231079
ditto_alpha0.1_c5_lam2.0_seed42,ditto,15,0.1,5,42,2.0,0.6059862511529951,0.3966439943383283,0.0,3.564577102661133
ditto_alpha0.1_c5_lam2.0_seed42,ditto,16,0.1,5,42,2.0,0.6191769594977099,0.5765997471343577,0.0,3.3679141998291016
ditto_alpha0.1_c5_lam2.0_seed42,ditto,17,0.1,5,42,2.0,0.5628646235397046,0.4847690607605949,0.0,3.342947006225586
ditto_alpha0.1_c5_lam2.0_seed42,ditto,18,0.1,5,42,2.0,0.2987283207246153,0.2906106658002699,0.0,3.4863460063934326
ditto_alpha0.1_c5_lam2.0_seed42,ditto,19,0.1,5,42,2.0,0.5345281924601054,0.3891978088885237,0.0,3.454314947128296
ditto_alpha0.1_c5_lam2.0_seed42,ditto,20,0.1,5,42,2.0,0.31394910195049147,0.2799208633544657,0.0,3.487942934036255
ditto_alpha0.1_c5_lam2.0_seed42,ditto,21,0.1,5,42,2.0,0.5645312902063713,0.48120683503162826,0.0,3.4221861362457275
ditto_alpha0.1_c5_lam2.0_seed42,ditto,22,0.1,5,42,2.0,0.38339300206252497,0.3318673174320233,0.0,3.5169739723205566
ditto_alpha0.1_c5_lam2.0_seed42,ditto,23,0.1,5,42,2.0,0.5663816839071586,0.5259757642110584,0.0,3.3187060356140137
ditto_alpha0.1_c5_lam2.0_seed42,ditto,24,0.1,5,42,2.0,0.43473724579676415,0.3583247840536843,0.0,3.4138269424438477
ditto_alpha0.1_c5_lam2.0_seed42,ditto,25,0.1,5,42,2.0,0.5075838865730019,0.41656973320650453,0.0,3.701756000518799
ditto_alpha0.1_c5_lam2.0_seed42,ditto,26,0.1,5,42,2.0,0.463474988420565,0.39628427128427124,0.0,3.565016031265259
ditto_alpha0.1_c5_lam2.0_seed42,ditto,27,0.1,5,42,2.0,0.48014704892657645,0.3831183572236204,0.0,3.6393227577209473
ditto_alpha0.1_c5_lam2.0_seed42,ditto,28,0.1,5,42,2.0,0.5448148577016109,0.516253361946737,0.0,3.5366299152374268
ditto_alpha0.1_c5_lam2.0_seed42,ditto,29,0.1,5,42,2.0,0.5913109206937368,0.5541602320322975,0.0,3.819591760635376
ditto_alpha0.1_c5_lam2.0_seed42,ditto,30,0.1,5,42,2.0,0.5595392671504297,0.5241914677937564,0.0,3.5327999591827393
