run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time
ditto_alpha10.0_c10_lam2.0_seed42,ditto,1,10.0,10,42,2.0,0.39935890712874295,0.1841846146276746,0.6858364658906304,7.744333028793335
ditto_alpha10.0_c10_lam2.0_seed42,ditto,2,10.0,10,42,2.0,0.43729748394180684,0.2717540035036584,0.730336173143021,10.036175012588501
ditto_alpha10.0_c10_lam2.0_seed42,ditto,3,10.0,10,42,2.0,0.5158257509324541,0.39416599953388226,0.8018917732237119,12.647417783737183
ditto_alpha10.0_c10_lam2.0_seed42,ditto,4,10.0,10,42,2.0,0.5573899305588771,0.4533867666613472,0.9051029823618929,12.477719068527222
ditto_alpha10.0_c10_lam2.0_seed42,ditto,5,10.0,10,42,2.0,0.6832529097669319,0.6633274094719473,0.950828720292572,11.62778902053833
ditto_alpha10.0_c10_lam2.0_seed42,ditto,6,10.0,10,42,2.0,0.7589155569692505,0.7532102870817361,0.9651807632740586,12.760097026824951
ditto_alpha10.0_c10_lam2.0_seed42,ditto,7,10.0,10,42,2.0,0.8410350349225177,0.8378517942109667,0.9764023468719806,11.962280035018921
ditto_alpha10.0_c10_lam2.0_seed42,ditto,8,10.0,10,42,2.0,0.8739555283977309,0.874468219725086,0.9837794942627918,11.437002897262573
ditto_alpha10.0_c10_lam2.0_seed42,ditto,9,10.0,10,42,2.0,0.922101492139112,0.9230810911590537,0.990142506769795,12.66630506515503
ditto_alpha10.0_c10_lam2.0_seed42,ditto,10,10.0,10,42,2.0,0.8930552016003453,0.8879731505180274,0.9877666600027949,13.664069890975952
ditto_alpha10.0_c10_lam2.0_seed42,ditto,11,10.0,10,42,2.0,0.9024791325865198,0.9026970030212915,0.9862963770761587,13.947062969207764
ditto_alpha10.0_c10_lam2.0_seed42,ditto,12,10.0,10,42,2.0,0.8890617784708071,0.8921349694998743,0.9896029990519397,14.113915920257568
ditto_alpha10.0_c10_lam2.0_seed42,ditto,13,10.0,10,42,2.0,0.9104434134037418,0.91131248427101,0.9859426574420972,13.55788278579712
ditto_alpha10.0_c10_lam2.0_seed42,ditto,14,10.0,10,42,2.0,0.8977100503615552,0.89326674322611,0.9858791321906137,15.294718980789185
ditto_alpha10.0_c10_lam2.0_seed42,ditto,15,10.0,10,42,2.0,0.9230425171423804,0.924248036517165,0.9906996273846816,12.85977292060852
ditto_alpha10.0_c10_lam2.0_seed42,ditto,16,10.0,10,42,2.0,0.9149826290900164,0.9166528870313086,0.9906035189555669,13.42625093460083
ditto_alpha10.0_c10_lam2.0_seed42,ditto,17,10.0,10,42,2.0,0.9127831341405214,0.9144392848970698,0.989583937675856,12.861325025558472
ditto_alpha10.0_c10_lam2.0_seed42,ditto,18,10.0,10,42,2.0,0.9179740411587197,0.9196557618934247,0.9896073499201649,13.259324073791504
ditto_alpha10.0_c10_lam2.0_seed42,ditto,19,10.0,10,42,2.0,0.8866390767615119,0.8852185613542041,0.9898583720915628,12.324268102645874
ditto_alpha10.0_c10_lam2.0_seed42,ditto,20,10.0,10,42,2.0,0.9015379314028426,0.9049880795783511,0.9900328068740103,12.345487833023071
ditto_alpha10.0_c10_lam2.0_seed42,ditto,21,10.0,10,42,2.0,0.921410232760096,0.9175448236361401,0.9909907066633297,20.557841062545776
ditto_alpha10.0_c10_lam2.0_seed42,ditto,22,10.0,10,42,2.0,0.8332525417279179,0.8531200629846856,0.9851457234916774,12.243028163909912
ditto_alpha10.0_c10_lam2.0_seed42,ditto,23,10.0,10,42,2.0,0.8990851931925803,0.9016044547102802,0.9848778549719412,15.050615787506104
ditto_alpha10.0_c10_lam2.0_seed42,ditto,24,10.0,10,42,2.0,0.9311792464261682,0.9333406459722429,0.9900736479456983,14.175772905349731
ditto_alpha10.0_c10_lam2.0_seed42,ditto,25,10.0,10,42,2.0,0.9259696781027151,0.926117749555601,0.9896057668525513,13.526371002197266
ditto_alpha10.0_c10_lam2.0_seed42,ditto,26,10.0,10,42,2.0,0.9225753587118156,0.9229655323452268,0.9884824520896413,11.718111038208008
ditto_alpha10.0_c10_lam2.0_seed42,ditto,27,10.0,10,42,2.0,0.9062619608693481,0.9037810966229344,0.990311090186806,13.248189926147461
ditto_alpha10.0_c10_lam2.0_seed42,ditto,28,10.0,10,42,2.0,0.9218386896960767,0.9236254575832227,0.989660265830611,13.280818939208984
ditto_alpha10.0_c10_lam2.0_seed42,ditto,29,10.0,10,42,2.0,0.8437145810945401,0.8572598702936816,0.9847634737744413,15.452295064926147
ditto_alpha10.0_c10_lam2.0_seed42,ditto,30,10.0,10,42,2.0,0.9005225627845327,0.895957055100715,0.9879496286873589,13.55139684677124
