run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time
ditto_alpha1.0_c5_lam2.0_seed42,ditto,1,1.0,5,42,2.0,0.4649401460928216,0.18993648895542622,0.7521332465290678,3.4103329181671143
ditto_alpha1.0_c5_lam2.0_seed42,ditto,2,1.0,5,42,2.0,0.601661394904365,0.40489437655404037,0.9316513831952129,4.690428018569946
ditto_alpha1.0_c5_lam2.0_seed42,ditto,3,1.0,5,42,2.0,0.7044553677769367,0.612558707143905,0.9704860054184676,3.677795648574829
ditto_alpha1.0_c5_lam2.0_seed42,ditto,4,1.0,5,42,2.0,0.9179054683296948,0.9053301096824053,0.9934298380590111,4.708326101303101
ditto_alpha1.0_c5_lam2.0_seed42,ditto,5,1.0,5,42,2.0,0.9388003407918586,0.9216562876965314,0.9968121238918058,5.102871894836426
ditto_alpha1.0_c5_lam2.0_seed42,ditto,6,1.0,5,42,2.0,0.9502105508491225,0.9387084069928452,0.9959573994882458,4.691238164901733
ditto_alpha1.0_c5_lam2.0_seed42,ditto,7,1.0,5,42,2.0,0.9353046677275516,0.9142548112405015,0.9966119539331583,5.115164756774902
ditto_alpha1.0_c5_lam2.0_seed42,ditto,8,1.0,5,42,2.0,0.9188640263369535,0.8896417246256249,0.9947888990481992,4.679548025131226
ditto_alpha1.0_c5_lam2.0_seed42,ditto,9,1.0,5,42,2.0,0.9403951145635829,0.9164708054681932,0.9970150182948883,5.352957248687744
ditto_alpha1.0_c5_lam2.0_seed42,ditto,10,1.0,5,42,2.0,0.9430982579642533,0.9198945632087657,0.9972072376849773,5.887624979019165
ditto_alpha1.0_c5_lam2.0_seed42,ditto,11,1.0,5,42,2.0,0.94339538632733,0.9248775321880703,0.9963851720077879,5.1567018032073975
ditto_alpha1.0_c5_lam2.0_seed42,ditto,12,1.0,5,42,2.0,0.9537881346861439,0.9365970780412948,0.997996865677505,5.061742782592773
ditto_alpha1.0_c5_lam2.0_seed42,ditto,13,1.0,5,42,2.0,0.9551651623375708,0.9402538781279972,0.9975084711124079,5.207912921905518
ditto_alpha1.0_c5_lam2.0_seed42,ditto,14,1.0,5,42,2.0,0.957494657068428,0.9468116302115426,0.9975544894175332,4.996083974838257
ditto_alpha1.0_c5_lam2.0_seed42,ditto,15,1.0,5,42,2.0,0.9314887696007317,0.8630411105329143,0.997653491119347,5.151421308517456
ditto_alpha1.0_c5_lam2.0_seed42,ditto,16,1.0,5,42,2.0,0.9474062841059362,0.9301913442173125,0.9976301242361083,5.161402225494385
ditto_alpha1.0_c5_lam2.0_seed42,ditto,17,1.0,5,42,2.0,0.9561143561313034,0.9295739320815513,0.9976918553493496,5.480143785476685
ditto_alpha1.0_c5_lam2.0_seed42,ditto,18,1.0,5,42,2.0,0.94716469653044,0.9317051461797581,0.9962190470562694,5.315889120101929
ditto_alpha1.0_c5_lam2.0_seed42,ditto,19,1.0,5,42,2.0,0.9366744483457325,0.9184619243248362,0.9975289591541732,4.997607946395874
ditto_alpha1.0_c5_lam2.0_seed42,ditto,20,1.0,5,42,2.0,0.9575293690734951,0.9474430395148218,0.9977737055413638,6.114205837249756
ditto_alpha1.0_c5_lam2.0_seed42,ditto,21,1.0,5,42,2.0,0.9591233812646387,0.9449956467856275,0.9976325583666693,5.282513856887817
ditto_alpha1.0_c5_lam2.0_seed42,ditto,22,1.0,5,42,2.0,0.9294928821873727,0.9056009879627471,0.997654959465874,5.089757204055786
ditto_alpha1.0_c5_lam2.0_seed42,ditto,23,1.0,5,42,2.0,0.956034212307944,0.9471696882211533,0.9978437162952174,5.872334718704224
ditto_alpha1.0_c5_lam2.0_seed42,ditto,24,1.0,5,42,2.0,0.948769229040527,0.9288368451539615,0.9981659000337448,5.255357980728149
ditto_alpha1.0_c5_lam2.0_seed42,ditto,25,1.0,5,42,2.0,0.9255527640186001,0.8960947693993399,0.9979515557921543,5.458802938461304
ditto_alpha1.0_c5_lam2.0_seed42,ditto,26,1.0,5,42,2.0,0.9678314532900062,0.959524037596241,0.9987555709376993,5.396853923797607
ditto_alpha1.0_c5_lam2.0_seed42,ditto,27,1.0,5,42,2.0,0.9745609939045482,0.9733139612154138,0.9989569042670741,5.589540004730225
ditto_alpha1.0_c5_lam2.0_seed42,ditto,28,1.0,5,42,2.0,0.956564174876928,0.9434620298007136,0.9982512468455009,5.2502601146698
ditto_alpha1.0_c5_lam2.0_seed42,ditto,29,1.0,5,42,2.0,0.9498519902649193,0.9327905068435307,0.996869907664563,5.4778008460998535
ditto_alpha1.0_c5_lam2.0_seed42,ditto,30,1.0,5,42,2.0,0.9647943523409122,0.9601291391856688,0.997360380205207,5.732217073440552
