run,algo,round,alpha,num_clients,seed,mu,accuracy,f1,auc,time,dropout
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,1,0.5,5,42,0.001,0.36774009612737624,0.11911956940775266,0.43478837419682603,2.006800413131714,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,2,0.5,5,42,0.001,0.6716465590151296,0.554612689274756,0.5680187003762069,2.3162410259246826,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,3,0.5,5,42,0.001,0.8025311586081912,0.6379125184048053,0.5754042029854872,1.8357841968536377,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,4,0.5,5,42,0.001,0.860682270107268,0.732480959151787,0.5858399889160497,1.9218966960906982,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,5,0.5,5,42,0.001,0.8416017861063694,0.6923632598107619,0.5888059296093074,1.8190720081329346,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,6,0.5,5,42,0.001,0.8617611835404222,0.7217060857864325,0.5904104339759473,1.8815498352050781,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,7,0.5,5,42,0.001,0.8599250682119177,0.7031523519462743,0.5912561943844008,1.8538599014282227,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,8,0.5,5,42,0.001,0.8741610647952476,0.7452829938610377,0.5939155916230432,1.9893007278442383,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,9,0.5,5,42,0.001,0.8450125190648704,0.7010931095376043,0.5918855267742293,2.299818515777588,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,10,0.5,5,42,0.001,0.8814982270122114,0.739552672073243,0.591435986714032,2.3641111850738525,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,11,0.5,5,42,0.001,0.8739801560561795,0.6963201361063056,0.594632426794682,2.340297222137451,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,12,0.5,5,42,0.001,0.8433481764801914,0.6903148118650003,0.5964496692888209,1.8248310089111328,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,13,0.5,5,42,0.001,0.8695773753525774,0.7353623399599094,0.5908334668749171,1.8317127227783203,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,14,0.5,5,42,0.001,0.8624550886558225,0.6949875851089997,0.5822616204445576,1.8610689640045166,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,15,0.5,5,42,0.001,0.8497571241537811,0.6906444087126322,0.592971281113946,1.9882142543792725,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,16,0.5,5,42,0.001,0.8660278576101055,0.7086634785646819,0.5941731093161076,1.8746299743652344,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,17,0.5,5,42,0.001,0.8418120030706685,0.6831706156850131,0.5923574096184054,1.939173698425293,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,18,0.5,5,42,0.001,0.8754905198585172,0.7177774166337751,0.5956106349880299,1.8751966953277588,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,19,0.5,5,42,0.001,0.7784527883763142,0.6162469806175983,0.5902290355624316,1.9789459705352783,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,20,0.5,5,42,0.001,0.7830344182364797,0.6070958264605,0.5874860989552679,2.30184006690979,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,21,0.5,5,42,0.001,0.8362008184984754,0.695427188786599,0.5887250294525275,1.944899320602417,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,22,0.5,5,42,0.001,0.7764456603997856,0.6313085276843202,0.5944973962424249,1.8165175914764404,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,23,0.5,5,42,0.001,0.8297983880525608,0.6766966746953595,0.5942863615872276,2.313811779022217,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,24,0.5,5,42,0.001,0.6657054809884748,0.5542577968583321,0.5895612808387056,1.8548121452331543,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,25,0.5,5,42,0.001,0.8259036066892191,0.6465581009178836,0.5965115720563394,1.9561686515808105,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,26,0.5,5,42,0.001,0.8212015630063747,0.7162477088161876,0.5957165342268983,2.3117835521698,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,27,0.5,5,42,0.001,0.7974812929091029,0.7013594179539283,0.5966567345939986,1.9608182907104492,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,28,0.5,5,42,0.001,0.7545182623160881,0.6328531552130652,0.5905009196483004,1.8728814125061035,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,29,0.5,5,42,0.001,0.7529205132289579,0.6024042566845828,0.589167377014099,1.9224200248718262,0.0
fedprox_alpha0.5_c5_mu0.001_seed42,fedprox,30,0.5,5,42,0.001,0.8205884655758995,0.6303219731933154,0.5941723498220862,1.965796709060669,0.0
