run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time,dropout
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,1,0.3,10,42,0.0005,0.30380183575146485,0.12579554086083483,0.05419034530353871,2.421624183654785,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,2,0.3,10,42,0.0005,0.3521244686459179,0.15148175030385685,0.075292942153262,2.218630790710449,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,3,0.3,10,42,0.0005,0.3997067059508382,0.24194730546567014,0.07767937459841509,2.164041042327881,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,4,0.3,10,42,0.0005,0.4330916386229296,0.2863919403665712,0.08168290854572714,2.3674235343933105,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,5,0.3,10,42,0.0005,0.6024061357751082,0.4816210418311133,0.09590329835082459,2.0997390747070312,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,6,0.3,10,42,0.0005,0.6416942583532443,0.5337320675278892,0.09801242236024844,2.2262768745422363,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,7,0.3,10,42,0.0005,0.7241849953104655,0.5949483876391298,0.09769543799528808,2.144198179244995,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,8,0.3,10,42,0.0005,0.6401593568662224,0.5296070376309705,0.09707431998286571,2.1467440128326416,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,9,0.3,10,42,0.0005,0.6793750431407324,0.5498318073554158,0.0980681088027415,1.9551706314086914,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,10,0.3,10,42,0.0005,0.7127318963762508,0.5915570881206594,0.09380595416577424,2.3560574054718018,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,11,0.3,10,42,0.0005,0.7275419077662896,0.6175769877081798,0.09528218033840222,2.392681360244751,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,12,0.3,10,42,0.0005,0.7169885034526997,0.5708046039567487,0.09913043478260869,2.234337568283081,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,13,0.3,10,42,0.0005,0.6944036268081669,0.5798528410338506,0.0968944099378882,2.01080584526062,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,14,0.3,10,42,0.0005,0.7514218530147434,0.5876488693241418,0.09925465838509318,2.2315471172332764,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,15,0.3,10,42,0.0005,0.7644853786364086,0.6224598907430272,0.0984407796101949,2.375753164291382,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,16,0.3,10,42,0.0005,0.708163186616542,0.5652415591787773,0.09875776397515527,1.9250366687774658,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,17,0.3,10,42,0.0005,0.7078835878143714,0.639182325431954,0.09750267723281215,2.077268123626709,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,18,0.3,10,42,0.0005,0.7390581539119139,0.595938747466364,0.09831655600771043,2.2958388328552246,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,19,0.3,10,42,0.0005,0.8402740949206501,0.7065832621876934,0.09950310559006212,2.358147621154785,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,20,0.3,10,42,0.0005,0.7251664417593321,0.5706948943216892,0.09781966159777256,2.009342908859253,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,21,0.3,10,42,0.0005,0.84715296236389,0.6244244827214316,0.0988134504176483,2.0810513496398926,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,22,0.3,10,42,0.0005,0.6976987285454739,0.514669007451815,0.09713000642535874,2.043987512588501,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,23,0.3,10,42,0.0005,0.8518632337117318,0.6749237952838161,0.09744699079031913,1.9571363925933838,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,24,0.3,10,42,0.0005,0.6760917922491585,0.5462096014959315,0.09550224887556222,2.4143733978271484,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,25,0.3,10,42,0.0005,0.7466502957721817,0.6501733240667619,0.09819233240522596,2.205991506576538,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,26,0.3,10,42,0.0005,0.7331170566602989,0.6002885813962726,0.09671717712572285,2.42813777923584,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,27,0.3,10,42,0.0005,0.770193170715461,0.5977664255536607,0.09937888198757765,2.196901321411133,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,28,0.3,10,42,0.0005,0.7636453283042985,0.6263370699798759,0.09888198757763975,2.482698440551758,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,29,0.3,10,42,0.0005,0.7276704472427304,0.5671810375116628,0.09856500321267937,2.1898303031921387,0.0
perfedavg_alpha0.3_c10_ai0.0005_seed42,perfedavg,30,0.3,10,42,0.0005,0.7987201930695814,0.6568795310411454,0.09937888198757765,2.115615129470825,0.0
