run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time,dropout
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,1,0.5,10,42,0.0005,0.3187385778521681,0.13668490624796448,0.20433316611801183,2.3367671966552734,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,2,0.5,10,42,0.0005,0.38314740634618927,0.1931133248769295,0.24292584842274367,2.163703203201294,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,3,0.5,10,42,0.0005,0.45313925493033,0.2934603465958405,0.2691075534254106,2.223778486251831,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,4,0.5,10,42,0.0005,0.6126428980080095,0.48587446229855813,0.28599995355857427,2.373704671859741,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,5,0.5,10,42,0.0005,0.7108723717121285,0.5967456033869257,0.29404697425818116,1.9271306991577148,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,6,0.5,10,42,0.0005,0.8032694222613085,0.6410874462151599,0.2921895183360701,2.062700033187866,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,7,0.5,10,42,0.0005,0.8354305971243092,0.6938043344265215,0.2960305787762684,2.26690411567688,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,8,0.5,10,42,0.0005,0.8493764923379526,0.7031013883558525,0.2941524833723109,2.2454640865325928,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,9,0.5,10,42,0.0005,0.8860538163661896,0.7109594469140794,0.2964365825745136,2.100654125213623,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,10,0.5,10,42,0.0005,0.8603367281805415,0.6880544972496981,0.2950172475991441,2.0427708625793457,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,11,0.5,10,42,0.0005,0.8824939644533965,0.735896326279603,0.2971440513509479,2.2924041748046875,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,12,0.5,10,42,0.0005,0.8519314269233134,0.6676420308519898,0.2942168545056476,2.264979839324951,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,13,0.5,10,42,0.0005,0.8784822905289437,0.7266671163428624,0.2945961918030884,2.111555814743042,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,14,0.5,10,42,0.0005,0.8533194513397353,0.6858185878283112,0.2948433286062596,2.2393605709075928,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,15,0.5,10,42,0.0005,0.8972482446559524,0.7902676380279786,0.2969177178185799,1.926419734954834,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,16,0.5,10,42,0.0005,0.8554511222381403,0.6852148093313927,0.29521800250925867,1.904789686203003,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,17,0.5,10,42,0.0005,0.8930305819940707,0.7744639447907402,0.2967524651274651,2.1574394702911377,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,18,0.5,10,42,0.0005,0.8830663508229432,0.7212467489291535,0.2948473122617211,2.0151772499084473,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,19,0.5,10,42,0.0005,0.9223186853714238,0.8068608219039172,0.29830090933970244,2.2059967517852783,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,20,0.5,10,42,0.0005,0.8988439646898065,0.7477052186060236,0.2961051359241015,1.9604415893554688,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,21,0.5,10,42,0.0005,0.9099472332940892,0.7880428912275248,0.2985303776683087,2.1438443660736084,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,22,0.5,10,42,0.0005,0.8767840253053235,0.7448827923052594,0.2959205955283541,2.278672695159912,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,23,0.5,10,42,0.0005,0.879576585010662,0.7109762054170694,0.29673393126668984,1.9315993785858154,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,24,0.5,10,42,0.0005,0.8831487775240312,0.755378222375487,0.29593903111575526,2.2386276721954346,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,25,0.5,10,42,0.0005,0.901010425679797,0.769558840813897,0.29698113939062215,1.9955379962921143,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,26,0.5,10,42,0.0005,0.8945933701187252,0.7480710569920477,0.29504341029341025,2.0875673294067383,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,27,0.5,10,42,0.0005,0.8867590698686035,0.7473811422067012,0.29646885936541106,2.2747888565063477,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,28,0.5,10,42,0.0005,0.8874223085906656,0.7494537501256942,0.2953371502380123,2.358898401260376,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,29,0.5,10,42,0.0005,0.9260410407712639,0.8304814383887029,0.2985656855915476,2.2725648880004883,0.0
perfedavg_alpha0.5_c10_ai0.0005_seed42,perfedavg,30,0.5,10,42,0.0005,0.896000709229918,0.783136722554382,0.29482477276873825,2.0588014125823975,0.0
