run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time,dropout
ditto_alpha0.7_c10_lam2.0_seed42,ditto,1,0.7,10,42,2.0,0.4424862377599668,0.3118708514904026,0.6480124134092444,2.428786039352417,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,2,0.7,10,42,2.0,0.4370186372968511,0.2891926982212384,0.7368403537623887,2.622529983520508,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,3,0.7,10,42,2.0,0.4897902897177331,0.3799691741571548,0.8445300037632946,2.466715097427368,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,4,0.7,10,42,2.0,0.6745518239221991,0.593978286823872,0.87581360642953,2.621666669845581,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,5,0.7,10,42,2.0,0.8555209652145617,0.7650738091864546,0.8893853772476856,2.5186407566070557,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,6,0.7,10,42,2.0,0.9180440620079279,0.8585923451273597,0.8961422825090626,2.2051773071289062,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,7,0.7,10,42,2.0,0.894274783872439,0.8401173159616313,0.8918757321694255,2.613356590270996,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,8,0.7,10,42,2.0,0.9174474470252412,0.8678562242983052,0.8951036768496806,2.431511640548706,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,9,0.7,10,42,2.0,0.9231185227245065,0.8675961097031785,0.8938404504465793,2.184495449066162,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,10,0.7,10,42,2.0,0.9202947604385924,0.8703339603497844,0.896458606158981,2.226801633834839,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,11,0.7,10,42,2.0,0.9038192404824368,0.8450151451371175,0.8949140550267508,2.6525068283081055,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,12,0.7,10,42,2.0,0.9154641820991886,0.8581879247417697,0.8950191103362357,2.15315580368042,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,13,0.7,10,42,2.0,0.940246392096666,0.8908712257524147,0.8966604347837903,2.1289255619049072,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,14,0.7,10,42,2.0,0.9443557209229759,0.9097580219544634,0.8968946684507644,2.550201892852783,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,15,0.7,10,42,2.0,0.9246551133473324,0.8879932945812442,0.8967193091878087,2.2329561710357666,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,16,0.7,10,42,2.0,0.917120157263989,0.8572360042328766,0.8937932785803868,2.3726999759674072,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,17,0.7,10,42,2.0,0.919873371536568,0.8807773498181447,0.8960513686056337,2.28843355178833,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,18,0.7,10,42,2.0,0.9378485168123827,0.9009144113558577,0.8969778242598542,2.216975450515747,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,19,0.7,10,42,2.0,0.925782703294956,0.8879474072175038,0.8953088204876517,2.6971709728240967,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,20,0.7,10,42,2.0,0.9135475695686479,0.8689887421336909,0.8963688005097563,2.2704265117645264,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,21,0.7,10,42,2.0,0.9327852714379287,0.8927415841692918,0.8964654178254692,2.9800994396209717,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,22,0.7,10,42,2.0,0.937075024312587,0.8954263618680096,0.8966946496080516,2.5885117053985596,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,23,0.7,10,42,2.0,0.9192326429613806,0.8748671772833314,0.895936633567547,2.195805549621582,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,24,0.7,10,42,2.0,0.9272078400031118,0.9077482657620752,0.8958255644323987,2.622103691101074,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,25,0.7,10,42,2.0,0.9300700343366198,0.8903602872314229,0.8970001551213576,2.2625253200531006,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,26,0.7,10,42,2.0,0.938978945019724,0.903395734761015,0.8952431577642477,3.122633695602417,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,27,0.7,10,42,2.0,0.9249898660588349,0.8873836515155332,0.8971184808698414,2.6153061389923096,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,28,0.7,10,42,2.0,0.9283328405704034,0.906161197169592,0.8960105188546666,2.4924497604370117,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,29,0.7,10,42,2.0,0.9450039124484139,0.9089091622708911,0.8976923403471417,2.6554055213928223,0.0
ditto_alpha0.7_c10_lam2.0_seed42,ditto,30,0.7,10,42,2.0,0.9133416405510136,0.8551472712748194,0.89561989443428,2.2791364192962646,0.0
