run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time,dropout
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,1,0.3,5,42,0.0005,0.32485363581386983,0.11573711004888101,0.2948072927240965,1.9435992240905762,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,2,0.3,5,42,0.0005,0.5220185345602537,0.4029533160975679,0.386746042193101,1.9043478965759277,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,3,0.3,5,42,0.0005,0.6346532261140078,0.5636054987693356,0.3824700069877095,2.3618788719177246,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,4,0.3,5,42,0.0005,0.6418178796942506,0.4840561899949959,0.39391692622541674,2.196990728378296,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,5,0.3,5,42,0.0005,0.710956420356417,0.5694040208715885,0.398152182199352,2.171144485473633,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,6,0.3,5,42,0.0005,0.6725050803872535,0.47532696071222136,0.39374716694530126,2.194129705429077,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,7,0.3,5,42,0.0005,0.7946142174569188,0.5917402668088418,0.3971012242823564,2.117506265640259,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,8,0.3,5,42,0.0005,0.7067333790976796,0.5111315887092898,0.3928271958372479,1.9085478782653809,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,9,0.3,5,42,0.0005,0.6876848961312783,0.6542883829261852,0.39460067598369486,1.879303216934204,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,10,0.3,5,42,0.0005,0.6752260159412473,0.48670557572983586,0.394790767981556,1.924067735671997,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,11,0.3,5,42,0.0005,0.6787141308315491,0.49491259069980026,0.3978535589497854,1.9082450866699219,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,12,0.3,5,42,0.0005,0.8082418591220872,0.6586416075262896,0.394930035599646,2.1403720378875732,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,13,0.3,5,42,0.0005,0.7362177129812748,0.5522992899096838,0.3962010405182436,2.1779305934906006,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,14,0.3,5,42,0.0005,0.693597050378918,0.5097165418683977,0.3952688879193319,2.3935322761535645,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,15,0.3,5,42,0.0005,0.7505268620368404,0.6190246471012477,0.3979794381513583,1.9187593460083008,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,16,0.3,5,42,0.0005,0.7495726209350092,0.5679222413584413,0.396722220421499,2.163398027420044,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,17,0.3,5,42,0.0005,0.713350413241151,0.5600958938211972,0.39691874543428374,1.8714110851287842,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,18,0.3,5,42,0.0005,0.7553975505178453,0.6236893774226862,0.391937114130407,2.1658382415771484,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,19,0.3,5,42,0.0005,0.74665604280056,0.5814091361625076,0.39645306894568827,1.9227488040924072,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,20,0.3,5,42,0.0005,0.7679832905654621,0.6005078454115318,0.3891361363568853,1.8801443576812744,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,21,0.3,5,42,0.0005,0.8694702504508334,0.7240337677085,0.39878324757004,1.8690404891967773,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,22,0.3,5,42,0.0005,0.7722063863055643,0.6036025125553298,0.395926807623256,2.3953118324279785,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,23,0.3,5,42,0.0005,0.6826480122474108,0.5209860972762267,0.3872498809860228,1.8875823020935059,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,24,0.3,5,42,0.0005,0.7894532522650627,0.6181683155125511,0.39756541792363104,2.343796491622925,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,25,0.3,5,42,0.0005,0.7088684220562357,0.5789414542579377,0.39477733701981094,1.8754568099975586,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,26,0.3,5,42,0.0005,0.7113956763589014,0.5712833771153951,0.39643369544501617,1.901827096939087,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,27,0.3,5,42,0.0005,0.6534560526072057,0.47748238039970153,0.38183041607250345,1.9006295204162598,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,28,0.3,5,42,0.0005,0.7970892513715684,0.6643429153298979,0.39471944118486846,2.1298434734344482,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,29,0.3,5,42,0.0005,0.7230065268674849,0.6670171405056269,0.392163301019524,1.8698949813842773,0.0
perfedavg_alpha0.3_c5_ai0.0005_seed42,perfedavg,30,0.3,5,42,0.0005,0.8387239647178681,0.6734148985249828,0.39717671601839194,1.8874969482421875,0.0
