run,algo,round,alpha,num_clients,seed,mu,accuracy,f1,auc,time,dropout
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,1,0.5,10,42,0.001,0.33090225866087924,0.12830426754913787,0.2098781841153114,2.3554036617279053,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,2,0.5,10,42,0.001,0.41895342250717504,0.2507925095320974,0.250507538793992,2.1856656074523926,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,3,0.5,10,42,0.001,0.45965944197790043,0.3013397185335279,0.26580978136987987,2.2588956356048584,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,4,0.5,10,42,0.001,0.7318737428899701,0.6168846519216108,0.2904222777860709,2.357097864151001,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,5,0.5,10,42,0.001,0.8479139136725344,0.6980833245064069,0.29489103680482986,1.9218995571136475,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,6,0.5,10,42,0.001,0.8406942320694857,0.6749804496551726,0.2977695696704318,2.065664291381836,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,7,0.5,10,42,0.001,0.8900032340884267,0.7935354620503086,0.2968879097093383,2.277737855911255,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,8,0.5,10,42,0.001,0.8674188002666703,0.7340230831868285,0.2956780448159758,2.252880573272705,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,9,0.5,10,42,0.001,0.8472851104270983,0.7466395444156383,0.29495571685657895,2.092503309249878,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,10,0.5,10,42,0.001,0.876342955219223,0.7300287731571025,0.29701166426166425,2.0295815467834473,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,11,0.5,10,42,0.001,0.9028414540158962,0.8124700250163537,0.2979811953691264,2.2866733074188232,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,12,0.5,10,42,0.001,0.8918433547520769,0.7734468697866456,0.2958363997113997,2.2578883171081543,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,13,0.5,10,42,0.001,0.8827931318174727,0.7502951152243712,0.29573647186147184,2.1138992309570312,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,14,0.5,10,42,0.001,0.8764186820616842,0.7522604568739589,0.29390248959214477,2.24580979347229,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,15,0.5,10,42,0.001,0.8798837288472177,0.7187534379898362,0.2951603514620756,1.9332356452941895,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,16,0.5,10,42,0.001,0.9079670349934043,0.7904969498055494,0.2985186823074754,1.9262094497680664,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,17,0.5,10,42,0.001,0.9186637493676034,0.8066598405097049,0.2959247835497835,2.168100357055664,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,18,0.5,10,42,0.001,0.9248880551497184,0.7987003517102973,0.2989047619047619,2.021533250808716,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,19,0.5,10,42,0.001,0.8936106469595315,0.7841809733108781,0.2966745803685459,2.224477529525757,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,20,0.5,10,42,0.001,0.9069473704118736,0.7711730473579252,0.2982111135990447,1.9659857749938965,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,21,0.5,10,42,0.001,0.884500130025485,0.7800830567466102,0.29741890580683683,2.1525461673736572,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,22,0.5,10,42,0.001,0.9047091164413679,0.7557655563076058,0.2958664767544078,2.256389617919922,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,23,0.5,10,42,0.001,0.8824055376672011,0.7967910278566137,0.2986072465210396,1.942734956741333,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,24,0.5,10,42,0.001,0.8294891038643574,0.7259998822773326,0.2937741453948351,2.2455897331237793,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,25,0.5,10,42,0.001,0.9085157425400834,0.7970705648615157,0.2993994252873563,2.0052261352539062,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,26,0.5,10,42,0.001,0.9004896712482917,0.7931153418575521,0.29598709384485244,2.1035852432250977,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,27,0.5,10,42,0.001,0.879005016619621,0.7718303264458183,0.2928850790925914,2.290383815765381,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,28,0.5,10,42,0.001,0.8135808167491737,0.6946699351438408,0.29634279370055233,2.3450047969818115,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,29,0.5,10,42,0.001,0.9005143902750394,0.8248588207017414,0.29638756406428823,2.2778878211975098,0.0
fedprox_alpha0.5_c10_mu0.001_seed42,fedprox,30,0.5,10,42,0.001,0.8031141671040252,0.6907492601332633,0.2942154461575644,2.0776400566101074,0.0
