run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time,dropout
ditto_alpha0.5_c5_lam2.0_seed42,ditto,1,0.5,5,42,2.0,0.36019487648913334,0.10150334018629917,0.44556509005527734,2.1743178367614746,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,2,0.5,5,42,2.0,0.5752514529038257,0.4462356332569981,0.5734144483696786,2.5020251274108887,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,3,0.5,5,42,2.0,0.7836873425096097,0.6472093996565155,0.5902698325221412,1.975342035293579,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,4,0.5,5,42,2.0,0.8432905992232079,0.6939181286359191,0.5867410448760901,2.0780699253082275,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,5,0.5,5,42,2.0,0.8410908077448024,0.6937540134954453,0.5927971411161135,1.951909065246582,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,6,0.5,5,42,2.0,0.8528817909005152,0.7204439057509955,0.5918266373996891,2.031834125518799,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,7,0.5,5,42,2.0,0.8627791012649014,0.7244028923928717,0.5929149963224728,2.0482449531555176,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,8,0.5,5,42,2.0,0.8688126180257807,0.7600754536700786,0.5962589798519956,2.162541627883911,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,9,0.5,5,42,2.0,0.7969153154800882,0.6486049093339954,0.5914509666113033,2.456519365310669,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,10,0.5,5,42,2.0,0.8755897410621815,0.7450973577569782,0.5900505662233768,2.501340389251709,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,11,0.5,5,42,2.0,0.8335666797753503,0.7139838816156643,0.5924016862798683,2.5301096439361572,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,12,0.5,5,42,2.0,0.8776374124300108,0.7466384545186028,0.5959877210542366,1.9497544765472412,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,13,0.5,5,42,2.0,0.8813091017167031,0.737431919910711,0.5915472596970309,1.989992380142212,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,14,0.5,5,42,2.0,0.862593354832762,0.7608398996844807,0.5962091768800334,2.0439696311950684,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,15,0.5,5,42,2.0,0.8267965331911716,0.6932763600979848,0.5871747175957388,2.14787220954895,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,16,0.5,5,42,2.0,0.8201799279383654,0.6793186985306648,0.5957011435624568,2.0693774223327637,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,17,0.5,5,42,2.0,0.8386454538576075,0.7274986223548379,0.591536185273342,2.10654616355896,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,18,0.5,5,42,2.0,0.8399362637896646,0.7076316937601772,0.596509317180306,2.0321578979492188,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,19,0.5,5,42,2.0,0.7971218151008569,0.6453825513860609,0.595191752278485,2.1363818645477295,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,20,0.5,5,42,2.0,0.8551456768635795,0.7729269118454711,0.5958248837419541,2.462756872177124,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,21,0.5,5,42,2.0,0.7443752480146579,0.5741110265482272,0.5853948530675268,2.161146879196167,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,22,0.5,5,42,2.0,0.8174935286700368,0.6171273486127962,0.5916373805253448,1.9713661670684814,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,23,0.5,5,42,2.0,0.8193187869009563,0.6941826448992188,0.5906935836867164,2.471531391143799,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,24,0.5,5,42,2.0,0.8504009896288988,0.656203671620171,0.5892668240062185,1.9967541694641113,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,25,0.5,5,42,2.0,0.806621641877201,0.6552690738423588,0.5942685470970093,2.116063356399536,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,26,0.5,5,42,2.0,0.8629794617264794,0.69411158467101,0.5963459254238009,2.4974331855773926,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,27,0.5,5,42,2.0,0.8026780194100557,0.680241332774038,0.5932831277762551,2.1316840648651123,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,28,0.5,5,42,2.0,0.844783069103546,0.6837362889821261,0.5943844141360124,2.0284061431884766,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,29,0.5,5,42,2.0,0.7827750018940539,0.6391120627642366,0.5970270772737836,2.0906271934509277,0.0
ditto_alpha0.5_c5_lam2.0_seed42,ditto,30,0.5,5,42,2.0,0.844738386753074,0.6954909500528346,0.5970722405841455,2.128412961959839,0.0
