run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time,dropout
ditto_alpha0.5_c10_lam2.0_seed42,ditto,1,0.5,10,42,2.0,0.3245070852068824,0.16409234077850673,0.20275782276136178,2.6275699138641357,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,2,0.5,10,42,2.0,0.393833855799373,0.22697675533428013,0.25177866762866763,2.409055233001709,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,3,0.5,10,42,2.0,0.5126898395721926,0.370721362635587,0.27713988595786626,2.531048059463501,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,4,0.5,10,42,2.0,0.7453676411485742,0.6435514411631732,0.2924876557031729,2.5798869132995605,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,5,0.5,10,42,2.0,0.8044481056468886,0.674658771944865,0.2956419096548407,2.1478846073150635,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,6,0.5,10,42,2.0,0.8637659068450144,0.7077562098989347,0.2971418868487834,2.3688347339630127,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,7,0.5,10,42,2.0,0.8817301947545356,0.7497064731732872,0.2963912337662338,2.52881121635437,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,8,0.5,10,42,2.0,0.8824014666874705,0.7376792031215886,0.2966301914879501,2.499420404434204,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,9,0.5,10,42,2.0,0.8895773273379762,0.7266034572470896,0.29731631794131796,2.351144313812256,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,10,0.5,10,42,2.0,0.8788087443320708,0.7433468069310518,0.2972712158531124,2.2165777683258057,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,11,0.5,10,42,2.0,0.8969658009333464,0.8102816621781127,0.2952280371744657,2.5113744735717773,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,12,0.5,10,42,2.0,0.8882784105684713,0.7461359626882657,0.29378517316017316,2.4803831577301025,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,13,0.5,10,42,2.0,0.9022857960160191,0.8306258035895991,0.29767732331525437,2.334099292755127,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,14,0.5,10,42,2.0,0.8851996671347584,0.7193731200587822,0.2963357300426266,2.48787260055542,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,15,0.5,10,42,2.0,0.8671166919625337,0.7500493035780674,0.2942081135658722,2.194727659225464,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,16,0.5,10,42,2.0,0.8784837751835723,0.7406060779571008,0.2948859945928911,2.1704483032226562,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,17,0.5,10,42,2.0,0.8893864782952005,0.7599266730427741,0.2961190538388815,2.3619375228881836,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,18,0.5,10,42,2.0,0.8826021456569124,0.7480921454010384,0.2952446190144466,2.287034511566162,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,19,0.5,10,42,2.0,0.9015339981181767,0.7817837164711957,0.29734437975817285,2.441345691680908,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,20,0.5,10,42,2.0,0.8643549837586348,0.7054762967626785,0.2953833636031912,2.2083709239959717,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,21,0.5,10,42,2.0,0.897161742246935,0.814763836955359,0.29593993506493504,2.438600540161133,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,22,0.5,10,42,2.0,0.8897547199251055,0.7232870807716459,0.29689194697384347,2.531682014465332,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,23,0.5,10,42,2.0,0.8978445888121346,0.7804674188507861,0.2946331168831169,2.1598150730133057,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,24,0.5,10,42,2.0,0.880790919020128,0.7566556409402843,0.29652770935960593,2.4913716316223145,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,25,0.5,10,42,2.0,0.8989007692780513,0.7892473620374723,0.2977907564976531,2.2335658073425293,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,26,0.5,10,42,2.0,0.8943854239067222,0.7961102531225913,0.29559553872053873,2.244428873062134,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,27,0.5,10,42,2.0,0.8625752327456182,0.7698812714035019,0.2937673139440381,2.528818368911743,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,28,0.5,10,42,2.0,0.86441837000052,0.7783360859452377,0.29446746197608265,2.598191022872925,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,29,0.5,10,42,2.0,0.8728209241738654,0.8180693924594781,0.2911693198700588,2.5473594665527344,0.0
ditto_alpha0.5_c10_lam2.0_seed42,ditto,30,0.5,10,42,2.0,0.8967818881591703,0.7825349236470409,0.29721472732248594,2.3166587352752686,0.0
