run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time,dropout
fedavg_alpha0.3_c10_seed42,fedavg,1,0.3,10,42,0.3190946398071912,0.11342049085043726,0.06030426585648975,2.4215798377990723,0.0
fedavg_alpha0.3_c10_seed42,fedavg,2,0.3,10,42,0.41542454849033844,0.2133824361559912,0.08366827168426369,2.2069764137268066,0.0
fedavg_alpha0.3_c10_seed42,fedavg,3,0.3,10,42,0.5069893688448573,0.34999593296914727,0.09050760334118654,2.171640396118164,0.0
fedavg_alpha0.3_c10_seed42,fedavg,4,0.3,10,42,0.618497916437685,0.4446973789400162,0.09602752195330906,2.3526484966278076,0.0
fedavg_alpha0.3_c10_seed42,fedavg,5,0.3,10,42,0.7345412476766228,0.5809810968313203,0.09743414007282072,2.114957332611084,0.0
fedavg_alpha0.3_c10_seed42,fedavg,6,0.3,10,42,0.7273639902285909,0.5857515744274503,0.0940544013707432,2.224169969558716,0.0
fedavg_alpha0.3_c10_seed42,fedavg,7,0.3,10,42,0.7834830283648935,0.5995441607788198,0.09568215892053973,2.1512417793273926,0.0
fedavg_alpha0.3_c10_seed42,fedavg,8,0.3,10,42,0.7871865630156833,0.6458068118546507,0.09693724566288285,2.1628243923187256,0.0
fedavg_alpha0.3_c10_seed42,fedavg,9,0.3,10,42,0.8214146703663028,0.6340647428580638,0.09906189762261726,1.9805419445037842,0.0
fedavg_alpha0.3_c10_seed42,fedavg,10,0.3,10,42,0.8237909622797822,0.6107627580201138,0.09681302206039838,2.3666772842407227,0.0
fedavg_alpha0.3_c10_seed42,fedavg,11,0.3,10,42,0.7899665220747122,0.6407270504974942,0.09868922681516384,2.4064981937408447,0.0
fedavg_alpha0.3_c10_seed42,fedavg,12,0.3,10,42,0.8754405142781717,0.6997625987281066,0.0988134504176483,2.2454066276550293,0.0
fedavg_alpha0.3_c10_seed42,fedavg,13,0.3,10,42,0.758732194622355,0.6352821047870987,0.09812379524523454,2.028385877609253,0.0
fedavg_alpha0.3_c10_seed42,fedavg,14,0.3,10,42,0.8411109057358304,0.651846186395276,0.09868922681516384,2.240899085998535,0.0
fedavg_alpha0.3_c10_seed42,fedavg,15,0.3,10,42,0.7993688425161848,0.6585701862972986,0.09813664596273292,2.3996269702911377,0.0
fedavg_alpha0.3_c10_seed42,fedavg,16,0.3,10,42,0.799376721049387,0.5993298058007627,0.09950310559006212,1.9192111492156982,0.0
fedavg_alpha0.3_c10_seed42,fedavg,17,0.3,10,42,0.8207977121158979,0.6511220433263036,0.09771096594559862,2.080734968185425,0.0
fedavg_alpha0.3_c10_seed42,fedavg,18,0.3,10,42,0.74375744719378,0.5945243614665231,0.09893767402013279,2.3035175800323486,0.0
fedavg_alpha0.3_c10_seed42,fedavg,19,0.3,10,42,0.8235960445707423,0.6134747278054831,0.09520079246091238,2.3721516132354736,0.0
fedavg_alpha0.3_c10_seed42,fedavg,20,0.3,10,42,0.8130819912049515,0.6097011227419054,0.0993103448275862,2.0056536197662354,0.0
fedavg_alpha0.3_c10_seed42,fedavg,21,0.3,10,42,0.7890030393846722,0.6067664015468092,0.09512957806810882,2.0597498416900635,0.0
fedavg_alpha0.3_c10_seed42,fedavg,22,0.3,10,42,0.7572984041694285,0.6262023377947752,0.09856500321267937,2.0505199432373047,0.0
fedavg_alpha0.3_c10_seed42,fedavg,23,0.3,10,42,0.8189032058730387,0.6210826807623201,0.09950310559006212,1.9928936958312988,0.0
fedavg_alpha0.3_c10_seed42,fedavg,24,0.3,10,42,0.8246036402990109,0.6503551712370814,0.09660848147354895,2.4244582653045654,0.0
fedavg_alpha0.3_c10_seed42,fedavg,25,0.3,10,42,0.8298559269592157,0.6355098423476653,0.09664863996573143,2.2195842266082764,0.0
fedavg_alpha0.3_c10_seed42,fedavg,26,0.3,10,42,0.7085369245899787,0.5930099068546204,0.09762690083529664,2.4352221488952637,0.0
fedavg_alpha0.3_c10_seed42,fedavg,27,0.3,10,42,0.8374286475577893,0.7043012256212062,0.09914596273291926,2.2036612033843994,0.0
fedavg_alpha0.3_c10_seed42,fedavg,28,0.3,10,42,0.8218957981874372,0.6089262130089128,0.09739743884671422,2.501506805419922,0.0
fedavg_alpha0.3_c10_seed42,fedavg,29,0.3,10,42,0.7958816320200558,0.643327763549795,0.09831655600771043,2.2109527587890625,0.0
fedavg_alpha0.3_c10_seed42,fedavg,30,0.3,10,42,0.749758167798755,0.5186680146845362,0.09675733561790534,2.1092143058776855,0.0
