run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time,dropout
fedavg_alpha0.5_c5_seed42,fedavg,1,0.5,5,42,0.38958272868355615,0.14859869410293272,0.46322230009308074,2.042423725128174,0.0
fedavg_alpha0.5_c5_seed42,fedavg,2,0.5,5,42,0.6352867785541543,0.465848764434468,0.5477233437954931,2.3221027851104736,0.0
fedavg_alpha0.5_c5_seed42,fedavg,3,0.5,5,42,0.8145951537261592,0.6774132167412797,0.574040165555323,1.851325511932373,0.0
fedavg_alpha0.5_c5_seed42,fedavg,4,0.5,5,42,0.8351312815596256,0.7120909230182629,0.5937321092120987,1.922240972518921,0.0
fedavg_alpha0.5_c5_seed42,fedavg,5,0.5,5,42,0.8399040962978038,0.6932575770431619,0.5895364106337075,1.8219356536865234,0.0
fedavg_alpha0.5_c5_seed42,fedavg,6,0.5,5,42,0.782455529075916,0.6572918959280283,0.589843590881802,1.8812761306762695,0.0
fedavg_alpha0.5_c5_seed42,fedavg,7,0.5,5,42,0.8157507566689377,0.6848051008719757,0.5922266704023839,1.8691027164459229,0.0
fedavg_alpha0.5_c5_seed42,fedavg,8,0.5,5,42,0.8135129208121208,0.6399325669662479,0.5957077326117906,2.017611265182495,0.0
fedavg_alpha0.5_c5_seed42,fedavg,9,0.5,5,42,0.8432008742685252,0.7048912901510341,0.5929700170597769,2.2772269248962402,0.0
fedavg_alpha0.5_c5_seed42,fedavg,10,0.5,5,42,0.8505358769424692,0.6942109431227611,0.5964720357937053,2.3684628009796143,0.0
fedavg_alpha0.5_c5_seed42,fedavg,11,0.5,5,42,0.8328253913961412,0.7458765710982126,0.5971625805909568,2.3272151947021484,0.0
fedavg_alpha0.5_c5_seed42,fedavg,12,0.5,5,42,0.8546168045800129,0.7419267895679923,0.5940324205475807,1.8324847221374512,0.0
fedavg_alpha0.5_c5_seed42,fedavg,13,0.5,5,42,0.8497171003592194,0.6819641493959814,0.5952883271326641,1.8462767601013184,0.0
fedavg_alpha0.5_c5_seed42,fedavg,14,0.5,5,42,0.8547593888532841,0.7437093097107841,0.5962370718867371,1.8624064922332764,0.0
fedavg_alpha0.5_c5_seed42,fedavg,15,0.5,5,42,0.8381251385900589,0.7144286918562321,0.5913871186107048,1.9983675479888916,0.0
fedavg_alpha0.5_c5_seed42,fedavg,16,0.5,5,42,0.8158936210295943,0.6827591240947314,0.5969858882303555,1.8918912410736084,0.0
fedavg_alpha0.5_c5_seed42,fedavg,17,0.5,5,42,0.7865046267120528,0.6514006307199963,0.5937709073098905,1.9614403247833252,0.0
fedavg_alpha0.5_c5_seed42,fedavg,18,0.5,5,42,0.8551470159386053,0.6916757888854008,0.590028955065012,1.8682541847229004,0.0
fedavg_alpha0.5_c5_seed42,fedavg,19,0.5,5,42,0.8303134242172362,0.7015788065143337,0.594899196101494,1.9728336334228516,0.0
fedavg_alpha0.5_c5_seed42,fedavg,20,0.5,5,42,0.8638722288854318,0.699226882429962,0.5930149110256007,2.3119828701019287,0.0
fedavg_alpha0.5_c5_seed42,fedavg,21,0.5,5,42,0.797472976392147,0.6223244434228307,0.5957823557045387,1.9613237380981445,0.0
fedavg_alpha0.5_c5_seed42,fedavg,22,0.5,5,42,0.7541230372418736,0.6635855060370579,0.5915465189072846,1.8189811706542969,0.0
fedavg_alpha0.5_c5_seed42,fedavg,23,0.5,5,42,0.8730262734338747,0.7093955802666991,0.5953543354444922,2.3087639808654785,0.0
fedavg_alpha0.5_c5_seed42,fedavg,24,0.5,5,42,0.7664789784272837,0.6170829643044554,0.5916673337217832,1.858771562576294,0.0
fedavg_alpha0.5_c5_seed42,fedavg,25,0.5,5,42,0.8883510399530798,0.7966068928438943,0.5962377424492616,1.972123146057129,0.0
fedavg_alpha0.5_c5_seed42,fedavg,26,0.5,5,42,0.8314885996269098,0.6840986833126713,0.5938743010059823,2.331986427307129,0.0
fedavg_alpha0.5_c5_seed42,fedavg,27,0.5,5,42,0.8391741846129195,0.6589864298702203,0.595275580707742,1.9754464626312256,0.0
fedavg_alpha0.5_c5_seed42,fedavg,28,0.5,5,42,0.7396772433304687,0.6051022958863103,0.5958477258535513,1.8765077590942383,0.0
fedavg_alpha0.5_c5_seed42,fedavg,29,0.5,5,42,0.7795234258705435,0.6272572634398385,0.5911171366880799,1.9526383876800537,0.0
fedavg_alpha0.5_c5_seed42,fedavg,30,0.5,5,42,0.7721004965414899,0.6489668693211209,0.5953371432277893,1.9796502590179443,0.0
