run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time,dropout
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,1,0.7,10,42,0.0005,0.3693829111143396,0.21030385181209402,0.6037132191660868,2.139666795730591,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,2,0.7,10,42,0.0005,0.44594787030094724,0.2975968672470186,0.7924789684452657,2.4032208919525146,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,3,0.7,10,42,0.0005,0.4752129516879492,0.35240975460867335,0.837706165052236,2.254140615463257,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,4,0.7,10,42,0.0005,0.6211528521415762,0.5492324479298272,0.8738813138005705,2.476505756378174,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,5,0.7,10,42,0.0005,0.7236011282096748,0.6536093032685935,0.8793482141377126,2.306161880493164,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,6,0.7,10,42,0.0005,0.8881465166120964,0.8219717852084472,0.8933623376952943,1.967071294784546,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,7,0.7,10,42,0.0005,0.8988388405103656,0.8638049198142286,0.8930510285762162,2.456693649291992,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,8,0.7,10,42,0.0005,0.8825484989004865,0.8393079189341728,0.894021451550038,2.200784206390381,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,9,0.7,10,42,0.0005,0.911920457698079,0.8621767503550977,0.8936243057392037,2.011575937271118,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,10,0.7,10,42,0.0005,0.885730791177503,0.8394635945365115,0.8932298175212949,2.0587029457092285,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,11,0.7,10,42,0.0005,0.9253529307797816,0.8889131829062009,0.8948012775299901,2.495454788208008,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,12,0.7,10,42,0.0005,0.9354095064107235,0.9023226796707815,0.8969932565153563,1.9804792404174805,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,13,0.7,10,42,0.0005,0.939154656882177,0.8989104732967916,0.8956869020542442,1.9351725578308105,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,14,0.7,10,42,0.0005,0.9296049964552704,0.8707192398859981,0.8964232003076308,2.3041696548461914,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,15,0.7,10,42,0.0005,0.930606426890663,0.8860585536782535,0.8951479697542197,1.9914212226867676,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,16,0.7,10,42,0.0005,0.9101808174100515,0.8605787615069482,0.8954406632685622,2.1308367252349854,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,17,0.7,10,42,0.0005,0.9046582795190925,0.8316733852358027,0.8935696203746492,2.1555745601654053,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,18,0.7,10,42,0.0005,0.933031636090066,0.8822999169734856,0.8940991339488569,1.9788670539855957,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,19,0.7,10,42,0.0005,0.9108485674440123,0.853497666176153,0.8940238505115227,2.5114474296569824,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,20,0.7,10,42,0.0005,0.9422108843723669,0.9095153794473841,0.8961476621928703,2.0192294120788574,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,21,0.7,10,42,0.0005,0.9323193991978629,0.899158180201408,0.8969964242642442,2.578927993774414,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,22,0.7,10,42,0.0005,0.9404480596385647,0.9013635721497837,0.8967317066684635,2.385749101638794,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,23,0.7,10,42,0.0005,0.9455341721014271,0.9260708261702992,0.8971547310883476,1.9606883525848389,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,24,0.7,10,42,0.0005,0.9299624968409607,0.8968837821919708,0.8969175235717138,2.465269088745117,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,25,0.7,10,42,0.0005,0.9259247834370363,0.8702482593979749,0.8955495393070076,2.100086212158203,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,26,0.7,10,42,0.0005,0.9456973766902651,0.9305845459315101,0.8971143677606124,2.8001492023468018,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,27,0.7,10,42,0.0005,0.9319543168151299,0.8960225665353871,0.8958731851423167,2.3483452796936035,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,28,0.7,10,42,0.0005,0.9403440721943461,0.914618920574021,0.8966439607896136,2.3137447834014893,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,29,0.7,10,42,0.0005,0.9211159836083754,0.8840668436975578,0.8942031116726536,2.490790367126465,0.0
perfedavg_alpha0.7_c10_ai0.0005_seed42,perfedavg,30,0.7,10,42,0.0005,0.9083089266785652,0.8447828806935277,0.8948408879182053,2.1226933002471924,0.0
