run,algo,round,alpha,num_clients,seed,mu,accuracy,f1,auc,time,dropout
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,1,0.7,5,42,0.001,0.4259850310757551,0.2176098045691862,0.6313122352302866,2.5437088012695312,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,2,0.7,5,42,0.001,0.637051857540177,0.5417609488342425,0.7744660789610086,2.3937668800354004,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,3,0.7,5,42,0.001,0.8827552289186716,0.8198440846026575,0.7907217338132412,1.966764211654663,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,4,0.7,5,42,0.001,0.9050804011967435,0.8670279905653903,0.7922180397787396,1.95646333694458,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,5,0.7,5,42,0.001,0.9182178928131084,0.875283064241672,0.792971382811903,2.0049285888671875,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,6,0.7,5,42,0.001,0.9406913427453715,0.9140105089543491,0.7959450074281065,1.980119228363037,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,7,0.7,5,42,0.001,0.9281494034455303,0.922793666113584,0.7921985910135072,1.9441723823547363,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,8,0.7,5,42,0.001,0.9301910285240858,0.9048072137737725,0.7940738865249649,2.5174367427825928,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,9,0.7,5,42,0.001,0.9317980614892069,0.8759066999383192,0.7961993702409854,2.3299880027770996,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,10,0.7,5,42,0.001,0.9318257359503633,0.8947460387391422,0.7925823339992526,2.320713758468628,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,11,0.7,5,42,0.001,0.9275404739693371,0.9144651081455493,0.7921352104469657,2.347165584564209,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,12,0.7,5,42,0.001,0.9404427926210964,0.9109378664724522,0.7956018310850468,1.9601621627807617,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,13,0.7,5,42,0.001,0.9236755012085793,0.8242469400326945,0.7944522049216697,2.000072479248047,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,14,0.7,5,42,0.001,0.9473311395313365,0.8798608449945282,0.7966747646771589,1.966524362564087,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,15,0.7,5,42,0.001,0.9159240457411755,0.8475602220616002,0.7939109556032898,2.472855806350708,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,16,0.7,5,42,0.001,0.9433382198393387,0.9354081249526367,0.7940013198439942,1.946488380432129,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,17,0.7,5,42,0.001,0.9519973538933151,0.9142349059977984,0.7962360242414153,2.512708902359009,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,18,0.7,5,42,0.001,0.9481323811325574,0.942011709131884,0.7977802720476374,1.9451797008514404,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,19,0.7,5,42,0.001,0.913595470615883,0.8801789075944393,0.7900682976254114,2.5373098850250244,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,20,0.7,5,42,0.001,0.9545397454978441,0.9125589667672349,0.7933306978014234,2.347080945968628,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,21,0.7,5,42,0.001,0.9490141000394836,0.897964232288361,0.7965979148412641,2.5263254642486572,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,22,0.7,5,42,0.001,0.9316334238253358,0.9239790845805457,0.7963084079137106,1.9959015846252441,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,23,0.7,5,42,0.001,0.9092421715719667,0.8011241031240225,0.7949869505441612,2.3406031131744385,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,24,0.7,5,42,0.001,0.9550405176154969,0.9493582872690789,0.7972457247146495,1.950979232788086,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,25,0.7,5,42,0.001,0.9217804390027056,0.8623402199794364,0.7930091407341592,2.5310027599334717,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,26,0.7,5,42,0.001,0.9412564744651326,0.9342394419093992,0.7953863383880593,2.277005434036255,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,27,0.7,5,42,0.001,0.9276226716482313,0.8697568863743138,0.7972205666162588,2.51499342918396,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,28,0.7,5,42,0.001,0.9517925959337934,0.9155359444736237,0.7975623446262075,1.966510534286499,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,29,0.7,5,42,0.001,0.9418216117765728,0.9350352571732502,0.7960703159566199,2.5033817291259766,0.0
fedprox_alpha0.7_c5_mu0.001_seed42,fedprox,30,0.7,5,42,0.001,0.9487395902355619,0.9358137362045641,0.7966471015429111,2.557981491088867,0.0
