run,algo,round,alpha,num_clients,seed,lam,accuracy,f1,auc,time,dropout
ditto_alpha0.7_c5_lam2.0_seed42,ditto,1,0.7,5,42,2.0,0.42089853308518704,0.21003867096358478,0.6073692743501631,2.7099900245666504,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,2,0.7,5,42,2.0,0.7861838736603659,0.7167454775791595,0.777299219123085,2.5284533500671387,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,3,0.7,5,42,2.0,0.9239240513328543,0.8803174707644704,0.7933807311122515,2.033189535140991,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,4,0.7,5,42,2.0,0.9050346519443977,0.8496673029392307,0.7935326981138362,2.051388740539551,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,5,0.7,5,42,2.0,0.9276065539446343,0.9034296362499973,0.7951004906486887,2.078939199447632,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,6,0.7,5,42,2.0,0.9346443521403238,0.9261337443138578,0.7918744407020574,2.071324110031128,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,7,0.7,5,42,2.0,0.9382991858826264,0.9324108984667816,0.7945601439902579,2.03446102142334,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,8,0.7,5,42,2.0,0.9410079299325365,0.9375746309728712,0.7963587652751096,2.6684513092041016,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,9,0.7,5,42,2.0,0.92044002536137,0.9077670941847928,0.793418301658464,2.494020938873291,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,10,0.7,5,42,2.0,0.9261114502360777,0.8828495710082199,0.7951492055648459,2.4622509479522705,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,11,0.7,5,42,2.0,0.9346426373588139,0.8685541373404846,0.7957956999764264,2.483753204345703,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,12,0.7,5,42,2.0,0.9401002457542849,0.9182117257289619,0.7956383598041492,2.049852132797241,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,13,0.7,5,42,2.0,0.9313643006720266,0.9062275643085403,0.795843899377897,2.108215570449829,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,14,0.7,5,42,2.0,0.9364659906326953,0.9189544220026529,0.7958640490354236,2.044182538986206,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,15,0.7,5,42,2.0,0.9389323546652776,0.9125654286102624,0.7961383244938464,2.650860071182251,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,16,0.7,5,42,2.0,0.9116182107311149,0.8550617557683214,0.7939988254459056,2.007908582687378,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,17,0.7,5,42,2.0,0.9332887098723264,0.8746499723295622,0.7953033135579808,2.674788475036621,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,18,0.7,5,42,2.0,0.9440931654462826,0.9154867505780991,0.7950237882530491,2.0233747959136963,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,19,0.7,5,42,2.0,0.9343384960061434,0.875247795047056,0.7950122227651776,2.723153591156006,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,20,0.7,5,42,2.0,0.9424324927486799,0.8855333620642976,0.7951858418736021,2.5000977516174316,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,21,0.7,5,42,2.0,0.9158373927368441,0.8583567702336878,0.791051280298457,2.6990349292755127,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,22,0.7,5,42,2.0,0.9374719846017591,0.840162833798711,0.7931862104561299,2.092616319656372,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,23,0.7,5,42,2.0,0.9369890449692132,0.9238162572327374,0.7943072921765777,2.498135805130005,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,24,0.7,5,42,2.0,0.9376804144303834,0.8852619547706769,0.7932710278521122,2.015503168106079,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,25,0.7,5,42,2.0,0.940330963393453,0.9134603554344919,0.7952811100064233,2.690174102783203,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,26,0.7,5,42,2.0,0.9324329450533678,0.9047868061902037,0.7962388253954107,2.4492733478546143,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,27,0.7,5,42,2.0,0.9360733758735833,0.9157626258638631,0.7966368606644245,2.6574318408966064,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,28,0.7,5,42,2.0,0.902049683309056,0.8368220935629835,0.7924677551708076,2.036914110183716,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,29,0.7,5,42,2.0,0.9327289592114987,0.8907053464603722,0.7960253280188055,2.6730124950408936,0.0
ditto_alpha0.7_c5_lam2.0_seed42,ditto,30,0.7,5,42,2.0,0.9398901011441506,0.8834330280917178,0.794795990615638,2.691446304321289,0.0
