run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time,dropout
fedavg_alpha0.7_c5_seed42,fedavg,1,0.7,5,42,0.4344518530047042,0.28545080672793716,0.625915217104698,2.536141872406006,0.0
fedavg_alpha0.7_c5_seed42,fedavg,2,0.7,5,42,0.6138269915929108,0.5036926855161888,0.7652504878489481,2.3956797122955322,0.0
fedavg_alpha0.7_c5_seed42,fedavg,3,0.7,5,42,0.8813673512434805,0.7913815086398017,0.7841896634466702,1.9852495193481445,0.0
fedavg_alpha0.7_c5_seed42,fedavg,4,0.7,5,42,0.9242665926079868,0.8538400564369486,0.7941096417182295,1.9669444561004639,0.0
fedavg_alpha0.7_c5_seed42,fedavg,5,0.7,5,42,0.9044937595310941,0.8452504402523566,0.7937174382098945,2.0134739875793457,0.0
fedavg_alpha0.7_c5_seed42,fedavg,6,0.7,5,42,0.9048165224168853,0.8453567014436123,0.7920744231459452,1.9728107452392578,0.0
fedavg_alpha0.7_c5_seed42,fedavg,7,0.7,5,42,0.9343904153654364,0.9089236311440873,0.7946076272718076,1.9471161365509033,0.0
fedavg_alpha0.7_c5_seed42,fedavg,8,0.7,5,42,0.9301489455491634,0.8516809508721689,0.7915131554833077,2.550084352493286,0.0
fedavg_alpha0.7_c5_seed42,fedavg,9,0.7,5,42,0.9402066883313157,0.9160025941097203,0.7965032945249196,2.3596887588500977,0.0
fedavg_alpha0.7_c5_seed42,fedavg,10,0.7,5,42,0.9378825685314606,0.8980788111594841,0.7961595820026188,2.3228631019592285,0.0
fedavg_alpha0.7_c5_seed42,fedavg,11,0.7,5,42,0.9358570611565021,0.9111484366616226,0.7944574638525399,2.35319185256958,0.0
fedavg_alpha0.7_c5_seed42,fedavg,12,0.7,5,42,0.9531474124972158,0.9256456718953057,0.7955254892464139,1.9773173332214355,0.0
fedavg_alpha0.7_c5_seed42,fedavg,13,0.7,5,42,0.958947567759498,0.937079569037237,0.7961847172670704,2.0008156299591064,0.0
fedavg_alpha0.7_c5_seed42,fedavg,14,0.7,5,42,0.9226398700990877,0.8631246132535312,0.7932889700045991,1.951073408126831,0.0
fedavg_alpha0.7_c5_seed42,fedavg,15,0.7,5,42,0.9432819818400912,0.8952555916746393,0.795158824372082,2.5036191940307617,0.0
fedavg_alpha0.7_c5_seed42,fedavg,16,0.7,5,42,0.9374979442814058,0.9156711690418678,0.794564020798882,1.9308485984802246,0.0
fedavg_alpha0.7_c5_seed42,fedavg,17,0.7,5,42,0.9062329580384889,0.871699302424582,0.7913507056407202,2.5294225215911865,0.0
fedavg_alpha0.7_c5_seed42,fedavg,18,0.7,5,42,0.9493083994161043,0.9149551478338838,0.7960809526599857,1.9303603172302246,0.0
fedavg_alpha0.7_c5_seed42,fedavg,19,0.7,5,42,0.9333547898476237,0.883719596339002,0.7945999574185139,2.5547451972961426,0.0
fedavg_alpha0.7_c5_seed42,fedavg,20,0.7,5,42,0.9248236027248872,0.8681086343260883,0.794162654340129,2.3535525798797607,0.0
fedavg_alpha0.7_c5_seed42,fedavg,21,0.7,5,42,0.9547060979432251,0.8971870724781651,0.7966305580528494,2.537186861038208,0.0
fedavg_alpha0.7_c5_seed42,fedavg,22,0.7,5,42,0.9443478856775048,0.8796526287269361,0.7940864990912515,2.00211763381958,0.0
fedavg_alpha0.7_c5_seed42,fedavg,23,0.7,5,42,0.9329596768506669,0.8744269645242279,0.7944316230413173,2.371652603149414,0.0
fedavg_alpha0.7_c5_seed42,fedavg,24,0.7,5,42,0.9314232792152017,0.8592182462094742,0.7939326524338567,1.9509632587432861,0.0
fedavg_alpha0.7_c5_seed42,fedavg,25,0.7,5,42,0.9435082441538221,0.8918137967967417,0.7953966037542906,2.526780605316162,0.0
fedavg_alpha0.7_c5_seed42,fedavg,26,0.7,5,42,0.9375157767665123,0.9085573836064691,0.793339098704058,2.299952268600464,0.0
fedavg_alpha0.7_c5_seed42,fedavg,27,0.7,5,42,0.9462392760142763,0.8762597762670759,0.7957400801543202,2.5050384998321533,0.0
fedavg_alpha0.7_c5_seed42,fedavg,28,0.7,5,42,0.9279991687037464,0.8295476114347254,0.7949759454629277,1.9641549587249756,0.0
fedavg_alpha0.7_c5_seed42,fedavg,29,0.7,5,42,0.956088588967804,0.9469960490916762,0.79504682320085,2.509417772293091,0.0
fedavg_alpha0.7_c5_seed42,fedavg,30,0.7,5,42,0.9461749108204888,0.9359727638852938,0.7961651800400975,2.5487446784973145,0.0
