run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time,dropout
fedavg_alpha0.7_c10_seed42,fedavg,1,0.7,10,42,0.3729823516188317,0.22064832628903944,0.6540201629773365,2.1493723392486572,0.0
fedavg_alpha0.7_c10_seed42,fedavg,2,0.7,10,42,0.4251367177916815,0.26098459650916456,0.7702997752788778,2.417376756668091,0.0
fedavg_alpha0.7_c10_seed42,fedavg,3,0.7,10,42,0.5907323752382535,0.4874934843506956,0.8729178308509725,2.244373083114624,0.0
fedavg_alpha0.7_c10_seed42,fedavg,4,0.7,10,42,0.7718263666585095,0.6955504635559545,0.8827862735198879,2.4793527126312256,0.0
fedavg_alpha0.7_c10_seed42,fedavg,5,0.7,10,42,0.7971369340315746,0.6892132580551411,0.8890621338065406,2.319932222366333,0.0
fedavg_alpha0.7_c10_seed42,fedavg,6,0.7,10,42,0.9003836680001909,0.8488342891835131,0.8951911916132996,1.9985020160675049,0.0
fedavg_alpha0.7_c10_seed42,fedavg,7,0.7,10,42,0.9147820126054743,0.8877836321326275,0.8962916693942556,2.4827818870544434,0.0
fedavg_alpha0.7_c10_seed42,fedavg,8,0.7,10,42,0.9112802179152246,0.8646844768272286,0.8935867367313357,2.1790964603424072,0.0
fedavg_alpha0.7_c10_seed42,fedavg,9,0.7,10,42,0.9250619425741956,0.8793428610153221,0.8958652645762957,2.0134377479553223,0.0
fedavg_alpha0.7_c10_seed42,fedavg,10,0.7,10,42,0.9225274720770764,0.8623021337260262,0.8960832443166462,2.0584444999694824,0.0
fedavg_alpha0.7_c10_seed42,fedavg,11,0.7,10,42,0.934564652340063,0.9005755635853175,0.8985256159930708,2.5019795894622803,0.0
fedavg_alpha0.7_c10_seed42,fedavg,12,0.7,10,42,0.9000362234652843,0.8394112367769491,0.8932318437304406,1.98685622215271,0.0
fedavg_alpha0.7_c10_seed42,fedavg,13,0.7,10,42,0.9524977884990058,0.9240385681371384,0.8976077831393724,1.9423859119415283,0.0
fedavg_alpha0.7_c10_seed42,fedavg,14,0.7,10,42,0.9365045225057397,0.9122882213191078,0.8964814203663236,2.311788320541382,0.0
fedavg_alpha0.7_c10_seed42,fedavg,15,0.7,10,42,0.9557271658032459,0.9400025292274531,0.8976534295557395,2.001253843307495,0.0
fedavg_alpha0.7_c10_seed42,fedavg,16,0.7,10,42,0.9286106234714366,0.8951938979548901,0.8969139252010228,2.1403987407684326,0.0
fedavg_alpha0.7_c10_seed42,fedavg,17,0.7,10,42,0.931908653551989,0.9104883931353573,0.8979518436712028,2.15329909324646,0.0
fedavg_alpha0.7_c10_seed42,fedavg,18,0.7,10,42,0.9442606305730564,0.9212238829856318,0.8976740648654087,2.0031826496124268,0.0
fedavg_alpha0.7_c10_seed42,fedavg,19,0.7,10,42,0.9381720338902323,0.922724769365716,0.897349021745956,2.5222585201263428,0.0
fedavg_alpha0.7_c10_seed42,fedavg,20,0.7,10,42,0.9273029792210046,0.8789532449065061,0.8967787311142669,2.0364327430725098,0.0
fedavg_alpha0.7_c10_seed42,fedavg,21,0.7,10,42,0.9230314581836186,0.8800280375543845,0.8973432491209918,2.579993963241577,0.0
fedavg_alpha0.7_c10_seed42,fedavg,22,0.7,10,42,0.9045007744376677,0.8456164512433959,0.8983842172034603,2.386138677597046,0.0
fedavg_alpha0.7_c10_seed42,fedavg,23,0.7,10,42,0.9309434511154727,0.9074425095950934,0.896655807784672,1.952768087387085,0.0
fedavg_alpha0.7_c10_seed42,fedavg,24,0.7,10,42,0.8946417198898219,0.8301101623945542,0.8946316205108484,2.4710867404937744,0.0
fedavg_alpha0.7_c10_seed42,fedavg,25,0.7,10,42,0.9270138654512554,0.902464765194227,0.8966374148755012,2.0995733737945557,0.0
fedavg_alpha0.7_c10_seed42,fedavg,26,0.7,10,42,0.8832784082913818,0.8011725413180326,0.8951982834624598,2.7982711791992188,0.0
fedavg_alpha0.7_c10_seed42,fedavg,27,0.7,10,42,0.9043512309779086,0.8830136503977115,0.8958296508095593,2.366446018218994,0.0
fedavg_alpha0.7_c10_seed42,fedavg,28,0.7,10,42,0.8771871015694893,0.8290118488830501,0.8952769222031212,2.323806047439575,0.0
fedavg_alpha0.7_c10_seed42,fedavg,29,0.7,10,42,0.8883968042139871,0.8627304612517813,0.8929552285177251,2.499102830886841,0.0
fedavg_alpha0.7_c10_seed42,fedavg,30,0.7,10,42,0.9045684700630723,0.868452590170153,0.8959628070019641,2.1458230018615723,0.0
