run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time,dropout
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,1,0.7,5,42,0.0005,0.43062188725995,0.29296842260934164,0.618857006568567,2.549478530883789,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,2,0.7,5,42,0.0005,0.657954959648271,0.5676579838381863,0.7626446018716834,2.3400890827178955,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,3,0.7,5,42,0.0005,0.858402834484132,0.8040374764852931,0.7888811658351977,1.9599196910858154,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,4,0.7,5,42,0.0005,0.892398069131168,0.8335188432965743,0.7920850232786227,1.9661478996276855,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,5,0.7,5,42,0.0005,0.8859352502229682,0.7952960850725778,0.7930232040067858,1.9899706840515137,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,6,0.7,5,42,0.0005,0.9110691911232719,0.8448985539736705,0.7923847111689446,1.976240634918213,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,7,0.7,5,42,0.0005,0.8936526132245067,0.8333564634889299,0.7885108499376681,1.9378962516784668,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,8,0.7,5,42,0.0005,0.9158356779553343,0.8205778824718074,0.7953017268343696,2.514986276626587,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,9,0.7,5,42,0.0005,0.924975794554264,0.8702514766524514,0.79173423227886,2.3196213245391846,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,10,0.7,5,42,0.0005,0.9172940965229388,0.8856650389633041,0.7940870772757983,2.2991018295288086,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,11,0.7,5,42,0.0005,0.923759655975066,0.8596437326595952,0.7949317207001885,2.3347690105438232,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,12,0.7,5,42,0.0005,0.9164248122671493,0.8539292746072846,0.7929822707862945,1.9543092250823975,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,13,0.7,5,42,0.0005,0.9347025472271641,0.8875921444478221,0.7948693018745491,1.9862163066864014,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,14,0.7,5,42,0.0005,0.9034474029602968,0.8157125271513287,0.7940037178343607,1.963714361190796,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,15,0.7,5,42,0.0005,0.9353142172472847,0.8863854778105139,0.7966927900863038,2.470240831375122,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,16,0.7,5,42,0.0005,0.9158051573296501,0.8599758914577414,0.7950098299734832,1.9326808452606201,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,17,0.7,5,42,0.0005,0.9138002285754048,0.8378459445143701,0.7937170643223215,2.5025694370269775,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,18,0.7,5,42,0.0005,0.9141821066898533,0.8533761782477475,0.7927726089383196,1.932483434677124,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,19,0.7,5,42,0.0005,0.9290071197604028,0.8768889519187107,0.7954661741637048,2.5202476978302,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,20,0.7,5,42,0.0005,0.936271963726158,0.8804382680524508,0.791775825520079,2.3309524059295654,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,21,0.7,5,42,0.0005,0.9319160608237972,0.8815905305661508,0.7927791285141448,2.5150365829467773,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,22,0.7,5,42,0.0005,0.9224816504399255,0.8332025100428414,0.7935371919506056,1.9821281433105469,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,23,0.7,5,42,0.0005,0.9334005390999696,0.8762074067596878,0.7941727346251998,2.3250858783721924,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,24,0.7,5,42,0.0005,0.9267884111834819,0.8621379940492394,0.7931817761268471,1.9312169551849365,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,25,0.7,5,42,0.0005,0.9086225166344678,0.858553777043775,0.7956628244478232,2.498314142227173,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,26,0.7,5,42,0.0005,0.9267463393919173,0.9027999415334133,0.7932588208146202,2.2712817192077637,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,27,0.7,5,42,0.0005,0.9292011466669401,0.8847933325058477,0.7952647627631382,2.4808998107910156,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,28,0.7,5,42,0.0005,0.9241341903513096,0.8876581297678889,0.7939054406785335,1.946488618850708,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,29,0.7,5,42,0.0005,0.9447486276311569,0.8694853588421083,0.7984650727904858,2.481274366378784,0.0
perfedavg_alpha0.7_c5_ai0.0005_seed42,perfedavg,30,0.7,5,42,0.0005,0.9244363746163874,0.8636737345265368,0.7940543643805239,2.542191982269287,0.0
