run,algo,round,alpha,num_clients,seed,mu,accuracy,f1,auc,time
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,1,1.0,5,42,0.1,0.43177749499682677,0.11340434127704505,0.748945934815023,3.3358840942382812
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,2,1.0,5,42,0.1,0.5906566224672091,0.48440746374528504,0.8374733165105873,3.2242941856384277
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,3,1.0,5,42,0.1,0.7357942054070211,0.6826316084645134,0.9718306913427177,3.671614170074463
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,4,1.0,5,42,0.1,0.9026909311573302,0.8938072626453477,0.991290084471462,3.618129253387451
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,5,1.0,5,42,0.1,0.922505993949057,0.8970750380423379,0.9913032723236557,3.322533130645752
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,6,1.0,5,42,0.1,0.9446370795987423,0.9321662241065466,0.9953328981665113,3.2656917572021484
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,7,1.0,5,42,0.1,0.9322365679079266,0.917399371494567,0.9951564208705044,3.1601438522338867
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,8,1.0,5,42,0.1,0.9335648008374503,0.915434004196358,0.9950371070326177,3.8096039295196533
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,9,1.0,5,42,0.1,0.9246617291602963,0.8903173648495674,0.9953483284153617,3.504647970199585
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,10,1.0,5,42,0.1,0.9338777788667174,0.9163915658602164,0.9942814331680954,3.33347487449646
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,11,1.0,5,42,0.1,0.9338077440126455,0.9146518323345332,0.9951718683292864,3.269146203994751
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,12,1.0,5,42,0.1,0.9460920442753352,0.9352390117731476,0.9963418821798922,3.1146938800811768
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,13,1.0,5,42,0.1,0.9425263363569565,0.9254554737215116,0.9966581699572907,3.108747959136963
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,14,1.0,5,42,0.1,0.9532022199799239,0.9482676356352844,0.9970846652708142,3.1277849674224854
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,15,1.0,5,42,0.1,0.9413843497096308,0.9243164076702843,0.9960776087557663,3.087484836578369
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,16,1.0,5,42,0.1,0.9516168104217254,0.9380976574171525,0.9953835054958244,3.025705099105835
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,17,1.0,5,42,0.1,0.9483262459784928,0.9250834431755367,0.9959149570306878,3.0012753009796143
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,18,1.0,5,42,0.1,0.9352368396716733,0.9191650251095241,0.9959119449891712,3.226688861846924
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,19,1.0,5,42,0.1,0.9339212442413731,0.9192018483613271,0.9962060911086406,3.153825044631958
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,20,1.0,5,42,0.1,0.9503372825961918,0.9415636178138806,0.9965217978933415,3.3518311977386475
