run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time,dropout
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,1,0.1,5,42,0.0005,0.30611829629893544,0.18147971021820714,0.0,3.8132858276367188,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,2,0.1,5,42,0.0005,0.4997632648860069,0.41700553365311305,0.0,3.889681816101074,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,3,0.1,5,42,0.0005,0.5555102670989656,0.4857108160934841,0.0,6.368096828460693,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,4,0.1,5,42,0.0005,0.5483319180690649,0.5132112293303741,0.0,6.866874933242798,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,5,0.1,5,42,0.0005,0.6660534514633636,0.4669547536087997,0.0,4.384317874908447,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,6,0.1,5,42,0.0005,0.5928777468992846,0.5167218434239711,0.0,5.193609952926636,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,7,0.1,5,42,0.0005,0.5328660388039731,0.4954906326125791,0.0,4.049188852310181,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,8,0.1,5,42,0.0005,0.5362832587103084,0.43768083469747304,0.0,4.485655069351196,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,9,0.1,5,42,0.0005,0.5820992228912563,0.5068831388466092,0.0,5.246165037155151,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,10,0.1,5,42,0.0005,0.5807789198861454,0.4372025030608577,0.0,4.693196058273315,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,11,0.1,5,42,0.0005,0.5713962225310072,0.5447739472930715,0.0,5.308230876922607,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,12,0.1,5,42,0.0005,0.643364726468015,0.5852253854266871,0.0,3.9479990005493164,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,13,0.1,5,42,0.0005,0.5472229941845506,0.49103467567144693,0.0,4.1194000244140625,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,14,0.1,5,42,0.0005,0.5464815243682775,0.5130811076345456,0.0,4.062968730926514,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,15,0.1,5,42,0.0005,0.6659856276449606,0.48309237156621687,0.0,4.482287883758545,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,16,0.1,5,42,0.0005,0.549355540116309,0.48188871483616574,0.0,4.324652910232544,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,17,0.1,5,42,0.0005,0.3390475271473418,0.3584853303381672,0.0,3.8561410903930664,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,18,0.1,5,42,0.0005,0.5478726004837631,0.47907989953394237,0.0,4.07785701751709,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,19,0.1,5,42,0.0005,0.5508639248148279,0.4465648604269294,0.0,4.513681173324585,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,20,0.1,5,42,0.0005,0.5468410014924604,0.4863264301605903,0.0,4.769181966781616,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,21,0.1,5,42,0.0005,0.6850510286892871,0.5113381438606591,0.0,4.515887022018433,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,22,0.1,5,42,0.0005,0.5578726004837631,0.5053344595777217,0.0,4.444535732269287,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,23,0.1,5,42,0.0005,0.5763248358095511,0.47052103950422336,0.0,4.257786273956299,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,24,0.1,5,42,0.0005,0.5449067212186712,0.4884795363663077,0.0,4.181811809539795,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,25,0.1,5,42,0.0005,0.6741021187396822,0.43068252589380346,0.0,4.246154069900513,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,26,0.1,5,42,0.0005,0.534708455560702,0.4989359613613626,0.0,4.440556049346924,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,27,0.1,5,42,0.0005,0.7245517670019754,0.4908107571393117,0.0,4.774271011352539,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,28,0.1,5,42,0.0005,0.5749807801174175,0.46634879914351457,0.0,4.664135217666626,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,29,0.1,5,42,0.0005,0.6445661868623886,0.44551518211226976,0.0,4.454365968704224,0.0
perfedavg_alpha0.1_c5_ai0.0005_seed42,perfedavg,30,0.1,5,42,0.0005,0.5375904482527919,0.5017700674634427,0.0,4.206254959106445,0.0
