run,algo,round,alpha,num_clients,seed,alpha_inner,accuracy,f1,auc,time
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,1,1.0,5,42,0.005,0.4629269026769292,0.2113530419487372,0.7651735704496845,4.353770971298218
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,2,1.0,5,42,0.005,0.7870463061165762,0.7303536708044185,0.9689728256765383,4.367355823516846
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,3,1.0,5,42,0.005,0.8281417659589223,0.8170934801557383,0.9840569597263858,4.644970178604126
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,4,1.0,5,42,0.005,0.9044210393090693,0.8745232183246003,0.9912511744291063,6.079669952392578
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,5,1.0,5,42,0.005,0.9334058687904306,0.9169980141357728,0.9934890212823155,4.18560004234314
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,6,1.0,5,42,0.005,0.9181043521111161,0.8985440490253571,0.9945802972257771,4.4577741622924805
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,7,1.0,5,42,0.005,0.9208663095850642,0.8888748370290556,0.9930201331812605,4.352382183074951
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,8,1.0,5,42,0.005,0.925513423128136,0.90184840073727,0.9955121013113079,4.090902090072632
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,9,1.0,5,42,0.005,0.923955478541759,0.8948450616017608,0.9938041377683053,5.237325191497803
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,10,1.0,5,42,0.005,0.9358552595847666,0.9101051823963273,0.9953042532366458,4.743389368057251
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,11,1.0,5,42,0.005,0.917220457843326,0.885111661839618,0.9966367404079606,4.926259994506836
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,12,1.0,5,42,0.005,0.9459144006260825,0.9339692442526948,0.9978588713402399,4.361119031906128
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,13,1.0,5,42,0.005,0.9063164585177607,0.876589270145859,0.994324422221499,4.255273818969727
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,14,1.0,5,42,0.005,0.9269142026168482,0.8984304111622476,0.9962300902971059,4.120890855789185
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,15,1.0,5,42,0.005,0.9589911694336785,0.9343147468676241,0.9973704070474266,4.311642169952393
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,16,1.0,5,42,0.005,0.9482579780737759,0.9213584146743943,0.9955188771605566,4.503047227859497
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,17,1.0,5,42,0.005,0.9520132055600499,0.9349141599676969,0.9970186127987285,4.460545778274536
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,18,1.0,5,42,0.005,0.9521467729907096,0.932107664969476,0.9967157050809583,4.414897203445435
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,19,1.0,5,42,0.005,0.9482351419873511,0.9222448688389617,0.9964519105398267,4.65664005279541
perfedavg_alpha1.0_c5_ai0.005_seed42,perfedavg,20,1.0,5,42,0.005,0.9512809963060337,0.9319651043534382,0.9972221614703068,4.980026006698608
