run,algo,round,alpha,num_clients,seed,mu,accuracy,f1,auc,time
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,1,1.0,5,42,0.1,0.49253100326987775,0.28408871872622665,0.7951086471865605,3.4137890338897705
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,2,1.0,5,42,0.1,0.677244465486532,0.5971512043718016,0.9530636332993394,3.4101810455322266
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,3,1.0,5,42,0.1,0.8870792372660606,0.8697549237380612,0.9878943559133283,3.518270969390869
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,4,1.0,5,42,0.1,0.922568781769883,0.9151478401448078,0.9945986372969488,3.8747899532318115
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,5,1.0,5,42,0.1,0.9265222821936409,0.9032363763572031,0.9938438443198121,3.2787952423095703
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,6,1.0,5,42,0.1,0.9299070731770694,0.915627961933328,0.9958395439435531,3.245767831802368
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,7,1.0,5,42,0.1,0.9338251000151792,0.9143568907662584,0.9957737895508533,3.4958999156951904
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,8,1.0,5,42,0.1,0.9407496402815078,0.9252417463239448,0.9957933046523897,3.3407249450683594
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,9,1.0,5,42,0.1,0.9407128110961602,0.924094476223601,0.9970444882437267,3.4796531200408936
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,10,1.0,5,42,0.1,0.9402315536311663,0.9235980895029187,0.9954032115819172,3.6852471828460693
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,11,1.0,5,42,0.1,0.9353949205201989,0.9183836984800882,0.9955600797477242,3.5367348194122314
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,12,1.0,5,42,0.1,0.9465906577428628,0.9334532868781039,0.9964799616623324,3.1281609535217285
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,13,1.0,5,42,0.1,0.9430617790098313,0.9245368331786707,0.9970421001089795,3.2338831424713135
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,14,1.0,5,42,0.1,0.9384375015531838,0.9203496218576561,0.9962369618182544,3.2346339225769043
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,15,1.0,5,42,0.1,0.9563801353929235,0.9508892312703375,0.997190495047058,3.344878911972046
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,16,1.0,5,42,0.1,0.9361719507485701,0.9140748343870699,0.9966296527424598,3.7376909255981445
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,17,1.0,5,42,0.1,0.935867575352248,0.9148561648140398,0.9966385988198285,3.5274500846862793
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,18,1.0,5,42,0.1,0.9526194278227585,0.9435300569985122,0.9967162964138971,3.434006929397583
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,19,1.0,5,42,0.1,0.9425971159667901,0.9295306142018902,0.9973111611967337,3.2419190406799316
fedprox_alpha1.0_c5_mu0.1_seed42,fedprox,20,1.0,5,42,0.1,0.957438704931192,0.9524712234297728,0.9974446957201561,3.404832124710083
