run,round,alpha,num_clients,accuracy,f1,auc,time
fedavg_alpha1.0_c5,27,1.0,5,0.9046604200863719,0.8743830226529514,0.99340624825488,3.560148000717163
fedavg_alpha1.0_c5,28,1.0,5,0.8586846622641208,0.8237227934899805,0.990875633471131,3.5959527492523193
fedavg_alpha1.0_c5,29,1.0,5,0.9222954052440917,0.8916564008743684,0.9940885667038151,3.5318007469177246
fedavg_alpha1.0_c5,30,1.0,5,0.8865509520285183,0.8516272820971963,0.9913339256611036,3.3050451278686523
fedavg_alpha1.0_c5,31,1.0,5,0.9227774242896668,0.8949579319166883,0.9929120658651499,3.1884400844573975
fedavg_alpha1.0_c5,32,1.0,5,0.9004881681735423,0.8390188900483025,0.9896887108524064,3.18533992767334
fedavg_alpha1.0_c5,33,1.0,5,0.9188271971516062,0.8916482472041487,0.9925520236503109,3.216651678085327
fedavg_alpha1.0_c5,34,1.0,5,0.8911626531046725,0.8665149731190389,0.9926976266083152,3.2388060092926025
fedavg_alpha1.0_c5,35,1.0,5,0.9278068502542268,0.9017544925202596,0.9942457632676829,3.2879481315612793
fedavg_alpha1.0_c5,36,1.0,5,0.9047893586316347,0.8737428685501645,0.9918796058773951,3.3856940269470215
fedavg_alpha1.0_c5,37,1.0,5,0.8975592868635667,0.8539297225732276,0.992118739988053,3.4036617279052734
fedavg_alpha1.0_c5,38,1.0,5,0.9118127543235556,0.8850034029234098,0.993642456011294,3.187509775161743
fedavg_alpha1.0_c5,39,1.0,5,0.9171132888969835,0.891702590672509,0.9938265626969617,3.4372689723968506
fedavg_alpha1.0_c5,40,1.0,5,0.9362520945719297,0.9233947365605852,0.9957558051975999,3.1825830936431885
fedavg_alpha1.0_c5,41,1.0,5,0.9148375395051686,0.87339213364766,0.9939180377591083,3.3209731578826904
fedavg_alpha1.0_c5,42,1.0,5,0.9261048179182468,0.9051854721268636,0.9953404042180422,3.3666958808898926
fedavg_alpha1.0_c5,43,1.0,5,0.916132656383881,0.8886472172606552,0.9943408944240308,3.173975944519043
fedavg_alpha1.0_c5,44,1.0,5,0.9084453193426608,0.883725769799033,0.9926632661231872,3.2238149642944336
fedavg_alpha1.0_c5,45,1.0,5,0.9044369500939902,0.8800639028020548,0.9937005322458514,3.18947696685791
fedavg_alpha1.0_c5,46,1.0,5,0.9285191749757737,0.9074687236506204,0.9954581369209323,3.3144052028656006
fedavg_alpha1.0_c5,47,1.0,5,0.9316036254291585,0.9159977727327455,0.9936878469469577,3.240760087966919
fedavg_alpha1.0_c5,48,1.0,5,0.9239194109369923,0.9051980099355994,0.9931925894020452,3.205843925476074
fedavg_alpha1.0_c5,49,1.0,5,0.9100410984831594,0.886514594707341,0.9918888855509638,3.1973977088928223
fedavg_alpha1.0_c5,50,1.0,5,0.912062944531997,0.8851923261836463,0.9922877511729593,3.384091854095459
