run,round,alpha,num_clients,accuracy,f1,auc,time
fedavg_alpha10.0_c5,1,10.0,5,0.5120626896456721,0.3769529763967729,0.775053342270433,2.2711989879608154
fedavg_alpha10.0_c5,2,10.0,5,0.7728375832579405,0.7401999964382292,0.9715493275519483,2.30977725982666
fedavg_alpha10.0_c5,3,10.0,5,0.8823545587561852,0.8793324872507435,0.9855759444867974,2.2537331581115723
fedavg_alpha10.0_c5,4,10.0,5,0.9078309040071781,0.9076185830140403,0.9876683835023987,2.324985980987549
fedavg_alpha10.0_c5,5,10.0,5,0.901129869356238,0.9035024817306953,0.9878031841018847,2.2748241424560547
fedavg_alpha10.0_c5,6,10.0,5,0.8938963710893434,0.8925521048180272,0.989604459363757,2.273526906967163
fedavg_alpha10.0_c5,7,10.0,5,0.8892335764521042,0.8943800281915836,0.9893618637854964,2.348231315612793
fedavg_alpha10.0_c5,8,10.0,5,0.9002854802619578,0.8995986979344133,0.9895758378966646,2.8958210945129395
fedavg_alpha10.0_c5,9,10.0,5,0.8729861537716918,0.8718579568338839,0.9833084824848397,2.754655122756958
fedavg_alpha10.0_c5,10,10.0,5,0.908305745123663,0.9047597036724826,0.9893369704720462,2.5379679203033447
fedavg_alpha10.0_c5,11,10.0,5,0.915346453556124,0.9158835153575066,0.9902780890462735,2.7898848056793213
fedavg_alpha10.0_c5,12,10.0,5,0.8726703562639383,0.8686351969453894,0.9881420356691016,2.5698750019073486
fedavg_alpha10.0_c5,13,10.0,5,0.8920468664484927,0.888890959165823,0.989542485480648,3.0558228492736816
fedavg_alpha10.0_c5,14,10.0,5,0.889126518561541,0.8837881437689727,0.987894398108575,2.7241110801696777
fedavg_alpha10.0_c5,15,10.0,5,0.8984827638843902,0.9002873275668957,0.9889359098701082,2.698529005050659
fedavg_alpha10.0_c5,16,10.0,5,0.8940972661238379,0.89814105873893,0.9901867240910086,2.951146125793457
fedavg_alpha10.0_c5,17,10.0,5,0.8680923292863179,0.8764230696072852,0.988049466665848,2.924597978591919
fedavg_alpha10.0_c5,18,10.0,5,0.8954121812556544,0.8969788275580962,0.9875260650795511,2.9256672859191895
fedavg_alpha10.0_c5,19,10.0,5,0.9054623203136345,0.9064490246548896,0.9924327930438954,2.773780107498169
fedavg_alpha10.0_c5,20,10.0,5,0.9082438894535598,0.9094827211677406,0.9904598385099177,2.9164440631866455
