run,round,alpha,num_clients,accuracy,f1,auc,time
fedavg_alpha0.1_c5,1,0.1,5,0.21725340752089245,0.11164490691536884,0.0,3.120757818222046
fedavg_alpha0.1_c5,2,0.1,5,0.411764705882353,0.28106060606060607,0.0,3.0756349563598633
fedavg_alpha0.1_c5,3,0.1,5,0.470638026864289,0.38242950090833505,0.0,3.015346050262451
fedavg_alpha0.1_c5,4,0.1,5,0.5091590757037723,0.4737874268747957,0.0,2.969606876373291
fedavg_alpha0.1_c5,5,0.1,5,0.5064299315526736,0.438705841393066,0.0,2.9674477577209473
fedavg_alpha0.1_c5,6,0.1,5,0.5083867273943697,0.42639501231355936,0.0,2.9165239334106445
fedavg_alpha0.1_c5,7,0.1,5,0.4714934897843652,0.4075676350560668,0.0,3.0704598426818848
fedavg_alpha0.1_c5,8,0.1,5,0.530090448252792,0.45621931359808193,0.0,3.1048078536987305
fedavg_alpha0.1_c5,9,0.1,5,0.5221245689877001,0.46107670771347903,0.0,2.942067861557007
fedavg_alpha0.1_c5,10,0.1,5,0.5794539653131594,0.5368490570572569,0.0,2.9138429164886475
fedavg_alpha0.1_c5,11,0.1,5,0.5350904482527918,0.4906589563523315,0.0,2.850999116897583
fedavg_alpha0.1_c5,12,0.1,5,0.5137770830116823,0.45567615935263,0.0,2.9825940132141113
fedavg_alpha0.1_c5,13,0.1,5,0.5481481910349442,0.5076333101524344,0.0,3.0025320053100586
fedavg_alpha0.1_c5,14,0.1,5,0.5285156451031856,0.4468874625707798,0.0,2.932643175125122
fedavg_alpha0.1_c5,15,0.1,5,0.5464815243682775,0.5052808831676545,0.0,2.9772369861602783
fedavg_alpha0.1_c5,16,0.1,5,0.5340733878853379,0.48634281415605607,0.0,2.96451473236084
fedavg_alpha0.1_c5,17,0.1,5,0.5507953884158144,0.3622435707756376,0.0,2.9494757652282715
fedavg_alpha0.1_c5,18,0.1,5,0.6096428387628017,0.564896821325162,0.0,2.898466110229492
fedavg_alpha0.1_c5,19,0.1,5,0.5607022976765913,0.37616597071008834,0.0,3.0541532039642334
fedavg_alpha0.1_c5,20,0.1,5,0.5007803252534611,0.3806273238956166,0.0,3.227426052093506
fedavg_alpha0.1_c5,21,0.1,5,0.5763043590139468,0.5283630693607428,0.0,3.069809913635254
fedavg_alpha0.1_c5,22,0.1,5,0.5445392671504298,0.5006978063911814,0.0,3.1433489322662354
fedavg_alpha0.1_c5,23,0.1,5,0.5407400545520045,0.5055687379287797,0.0,3.016793727874756
fedavg_alpha0.1_c5,24,0.1,5,0.5651954351294324,0.4935813366331877,0.0,2.9135921001434326
fedavg_alpha0.1_c5,25,0.1,5,0.6528856941524843,0.44776097410609284,0.0,2.974884271621704
fedavg_alpha0.1_c5,26,0.1,5,0.5227741752869127,0.44581181387715657,0.0,3.4047937393188477
fedavg_alpha0.1_c5,27,0.1,5,0.6462550820853274,0.5672428471773173,0.0,3.4077229499816895
fedavg_alpha0.1_c5,28,0.1,5,0.5492636765992487,0.48492912668633154,0.0,3.4023277759552
fedavg_alpha0.1_c5,29,0.1,5,0.6647132951706829,0.46360259972826795,0.0,3.348665952682495
fedavg_alpha0.1_c5,30,0.1,5,0.5392571149194586,0.48526016314693443,0.0,3.482156991958618
fedavg_alpha0.1_c5,31,0.1,5,0.6778607736250163,0.4663060509263154,0.0,3.159309148788452
fedavg_alpha0.1_c5,32,0.1,5,0.5315370462741932,0.3831193261711918,0.0,3.3291330337524414
fedavg_alpha0.1_c5,33,0.1,5,0.6397423625214269,0.43177003163301303,0.0,3.1452529430389404
fedavg_alpha0.1_c5,34,0.1,5,0.5663962225310072,0.5255820281011523,0.0,3.205228090286255
fedavg_alpha0.1_c5,35,0.1,5,0.5188526066594616,0.4056067795674747,0.0,3.152156114578247
fedavg_alpha0.1_c5,36,0.1,5,0.6021283001389531,0.5215787364735567,0.0,3.0378201007843018
fedavg_alpha0.1_c5,37,0.1,5,0.5306481910349441,0.45442584223908417,0.0,3.1202638149261475
fedavg_alpha0.1_c5,38,0.1,5,0.5915414405212923,0.42044272999898274,0.0,3.037044048309326
fedavg_alpha0.1_c5,39,0.1,5,0.6459186846553684,0.4868232328620521,0.0,3.1539900302886963
fedavg_alpha0.1_c5,40,0.1,5,0.6025182697751016,0.5559468457125403,0.0,3.103616952896118
fedavg_alpha0.1_c5,41,0.1,5,0.6750738708566406,0.5250920715324938,0.0,3.1930313110351562
fedavg_alpha0.1_c5,42,0.1,5,0.690200977423071,0.5562684933033873,0.0,3.222165107727051
fedavg_alpha0.1_c5,43,0.1,5,0.6365135805988051,0.4457681439663393,0.0,3.0543909072875977
fedavg_alpha0.1_c5,44,0.1,5,0.6275726139436191,0.4532458576525453,0.0,2.9526989459991455
fedavg_alpha0.1_c5,45,0.1,5,0.5724608278603184,0.43926376233553005,0.0,3.010043144226074
fedavg_alpha0.1_c5,46,0.1,5,0.5677621603860603,0.49012336726340333,0.0,3.2182507514953613
fedavg_alpha0.1_c5,47,0.1,5,0.6456228152476416,0.45780848658643325,0.0,2.979152202606201
fedavg_alpha0.1_c5,48,0.1,5,0.5513043590139468,0.49618813949157736,0.0,3.0619211196899414
fedavg_alpha0.1_c5,49,0.1,5,0.5216689528627926,0.45602168326940984,0.0,2.988508939743042
fedavg_alpha0.1_c5,50,0.1,5,0.5691783747619783,0.5170583774801955,0.0,3.159355878829956
