run,round,alpha,num_clients,accuracy,f1,auc,time
fedavg_alpha0.1_c10,1,0.1,10,0.24652408884625024,0.16019674334380218,0.0,4.537125825881958
fedavg_alpha0.1_c10,2,0.1,10,0.4362395862737859,0.42023447842315614,0.0,4.201706886291504
fedavg_alpha0.1_c10,3,0.1,10,0.4808322629885556,0.4099841491082518,0.0,4.19212007522583
fedavg_alpha0.1_c10,4,0.1,10,0.4602582441245232,0.42402034885633866,0.0,4.80233907699585
fedavg_alpha0.1_c10,5,0.1,10,0.46012003773631677,0.4320028736695403,0.0,4.654076099395752
fedavg_alpha0.1_c10,6,0.1,10,0.5089988678651469,0.4648253075210307,0.0,4.503108739852905
fedavg_alpha0.1_c10,7,0.1,10,0.47213625563488754,0.3880199844015634,0.0,4.655300140380859
fedavg_alpha0.1_c10,8,0.1,10,0.5927963332289596,0.48229688805346704,0.0,4.254848003387451
fedavg_alpha0.1_c10,9,0.1,10,0.5477175070454825,0.40306802345892745,0.0,4.322112798690796
fedavg_alpha0.1_c10,10,0.1,10,0.5868315800343845,0.4452242235986928,0.0,4.238444566726685
fedavg_alpha0.1_c10,11,0.1,10,0.5840794451601565,0.46908188892256886,0.0,4.569548845291138
fedavg_alpha0.1_c10,12,0.1,10,0.5954155775376705,0.5181447364551504,0.0,4.554687023162842
fedavg_alpha0.1_c10,13,0.1,10,0.517545254027812,0.4471798736358538,0.0,4.912893295288086
fedavg_alpha0.1_c10,14,0.1,10,0.8158083841565373,0.6561301795196373,0.0,4.200236082077026
fedavg_alpha0.1_c10,15,0.1,10,0.7389937336158267,0.6141772745656638,0.0,4.392639875411987
fedavg_alpha0.1_c10,16,0.1,10,0.8177409191174579,0.6665514173200159,0.0,4.292648792266846
fedavg_alpha0.1_c10,17,0.1,10,0.7102210350329365,0.6012397963132177,0.0,4.440508127212524
fedavg_alpha0.1_c10,18,0.1,10,0.7394902490832724,0.6118018239487808,0.0,5.802304983139038
fedavg_alpha0.1_c10,19,0.1,10,0.48885686257437283,0.3180951533877784,0.0,5.36266016960144
fedavg_alpha0.1_c10,20,0.1,10,0.6400373171064007,0.4751064465576794,0.0,5.086277723312378
fedavg_alpha0.1_c10,21,0.1,10,0.4442134876984398,0.2657575935518014,0.0,4.497968912124634
fedavg_alpha0.1_c10,22,0.1,10,0.6302410134831475,0.4789009164464334,0.0,4.556514024734497
fedavg_alpha0.1_c10,23,0.1,10,0.4519531380252994,0.2930934232722661,0.0,4.334542989730835
fedavg_alpha0.1_c10,24,0.1,10,0.6808859540648186,0.5133570280523991,0.0,4.2772910594940186
fedavg_alpha0.1_c10,25,0.1,10,0.622005598168389,0.5072532329392037,0.0,4.356196880340576
fedavg_alpha0.1_c10,26,0.1,10,0.6082857245647944,0.49204409201184723,0.0,4.378739833831787
fedavg_alpha0.1_c10,27,0.1,10,0.5838848247620476,0.4305813664951274,0.0,4.433954954147339
fedavg_alpha0.1_c10,28,0.1,10,0.5226158425200833,0.4345992857452745,0.0,4.798993825912476
fedavg_alpha0.1_c10,29,0.1,10,0.6207503429887151,0.5037943277073899,0.0,4.6186439990997314
fedavg_alpha0.1_c10,30,0.1,10,0.5829017969236847,0.46827797118712233,0.0,4.2897889614105225
fedavg_alpha0.1_c10,31,0.1,10,0.6814807520091378,0.5103934569031747,0.0,4.229464769363403
fedavg_alpha0.1_c10,32,0.1,10,0.6439060433930475,0.5030247698044892,0.0,4.206135034561157
fedavg_alpha0.1_c10,33,0.1,10,0.6700594565420147,0.5448605549695775,0.0,4.525094032287598
fedavg_alpha0.1_c10,34,0.1,10,0.5572696293883024,0.4668089529613303,0.0,4.391003131866455
fedavg_alpha0.1_c10,35,0.1,10,0.6620149217874938,0.5256014402974796,0.0,4.182755947113037
fedavg_alpha0.1_c10,36,0.1,10,0.6038074845102889,0.478666363525044,0.0,4.606704950332642
fedavg_alpha0.1_c10,37,0.1,10,0.6041365191074494,0.5042307527630043,0.0,4.3705830574035645
fedavg_alpha0.1_c10,38,0.1,10,0.7258834472497263,0.562310725498907,0.0,4.350769996643066
fedavg_alpha0.1_c10,39,0.1,10,0.7064686890952282,0.5242880818619473,0.0,4.560808181762695
fedavg_alpha0.1_c10,40,0.1,10,0.6333529144917655,0.5066801521651061,0.0,4.328150033950806
fedavg_alpha0.1_c10,41,0.1,10,0.661871985999893,0.5619837860083047,0.0,4.154240846633911
fedavg_alpha0.1_c10,42,0.1,10,0.5764481655470028,0.4828764810388808,0.0,4.269049167633057
fedavg_alpha0.1_c10,43,0.1,10,0.5313990862297976,0.4526008646259959,0.0,4.193869113922119
fedavg_alpha0.1_c10,44,0.1,10,0.6335088787465668,0.4913752435244468,0.0,4.536959886550903
fedavg_alpha0.1_c10,45,0.1,10,0.6477359361422288,0.48672022088376626,0.0,4.324535846710205
fedavg_alpha0.1_c10,46,0.1,10,0.5842376410690365,0.4683062351887525,0.0,3.9885780811309814
fedavg_alpha0.1_c10,47,0.1,10,0.5855267452993171,0.44228649852437235,0.0,4.42218804359436
fedavg_alpha0.1_c10,48,0.1,10,0.5913865918568381,0.4944837055653769,0.0,5.119462251663208
fedavg_alpha0.1_c10,49,0.1,10,0.5678597257427627,0.4365173514038522,0.0,4.314950942993164
fedavg_alpha0.1_c10,50,0.1,10,0.6651200789282185,0.566519204654996,0.0,4.329206943511963
