run,algo,round,alpha,num_clients,seed,mu,accuracy,f1,auc,time
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,1,1.0,5,42,0.001,0.44815358161724395,0.15059530892827216,0.7792617854321355,3.7001168727874756
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,2,1.0,5,42,0.001,0.7827014507895462,0.7362248141775994,0.9791994720144188,3.7123537063598633
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,3,1.0,5,42,0.001,0.9039759390667548,0.885611207783348,0.9936366684323922,4.479192018508911
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,4,1.0,5,42,0.001,0.9236533099436302,0.8956182052533899,0.9954005737551892,4.7479541301727295
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,5,1.0,5,42,0.001,0.9360105069964335,0.9196685240787893,0.9949820723135092,3.6023879051208496
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,6,1.0,5,42,0.001,0.9452048767218474,0.9304620904945583,0.9917591744108947,3.6299631595611572
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,7,1.0,5,42,0.001,0.9552626621634639,0.9413921590380905,0.9975589404599676,3.8147618770599365
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,8,1.0,5,42,0.001,0.9536961149441416,0.9294330409353186,0.9975040268167303,3.531498908996582
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,9,1.0,5,42,0.001,0.9567472986100715,0.9527993839933234,0.9977097764663535,3.835620880126953
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,10,1.0,5,42,0.001,0.9582369752917319,0.9475768771125427,0.9978693320128343,3.651479959487915
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,11,1.0,5,42,0.001,0.9610585980374518,0.954991125646759,0.9975936182169353,3.746924877166748
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,12,1.0,5,42,0.001,0.9543235773390186,0.9469060715516087,0.9973972949058411,3.61440110206604
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,13,1.0,5,42,0.001,0.9277562885829689,0.9026848163879816,0.9970594804060173,3.5956249237060547
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,14,1.0,5,42,0.001,0.9621171675757205,0.9657243995973532,0.9980738598871153,3.389111042022705
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,15,1.0,5,42,0.001,0.9588731910561975,0.956991917744119,0.9979154466128902,3.357671022415161
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,16,1.0,5,42,0.001,0.9678314532900062,0.964453585311225,0.9984560235494744,3.257481098175049
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,17,1.0,5,42,0.001,0.9577257243249807,0.947831886114806,0.9978146953573368,3.579570770263672
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,18,1.0,5,42,0.001,0.9717134125233496,0.962175644116102,0.9983792644863081,3.520907163619995
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,19,1.0,5,42,0.001,0.9393151541565024,0.9240806539340847,0.9976807372629228,3.3712291717529297
fedprox_alpha1.0_c5_mu0.001_seed42,fedprox,20,1.0,5,42,0.001,0.9617886004932744,0.951174919129078,0.9979826702803549,3.3681421279907227
