run,round,alpha,num_clients,accuracy,f1,auc,time
fedavg_alpha10.0_c10,21,10.0,10,0.866024618754099,0.8593631430712702,0.9838825825761699,5.203618049621582
fedavg_alpha10.0_c10,22,10.0,10,0.8865286121766971,0.8801055305710641,0.9848653938920761,5.500696897506714
fedavg_alpha10.0_c10,23,10.0,10,0.893961767256911,0.8843442221332584,0.9873250143950342,5.023752927780151
fedavg_alpha10.0_c10,24,10.0,10,0.8886634627342562,0.8831875725418742,0.9842493196836208,4.342419862747192
fedavg_alpha10.0_c10,25,10.0,10,0.8446138824315979,0.8263978702811372,0.9861457029252267,4.155267238616943
fedavg_alpha10.0_c10,26,10.0,10,0.8722878362707366,0.8632868809110963,0.9862664984780652,4.197114944458008
fedavg_alpha10.0_c10,27,10.0,10,0.8843354913440413,0.8793661131164778,0.9829422073880784,4.220447063446045
fedavg_alpha10.0_c10,28,10.0,10,0.8436315868354173,0.8270764074246235,0.9812355966224159,4.008174896240234
fedavg_alpha10.0_c10,29,10.0,10,0.8997982856556728,0.8998929591368572,0.988049968745264,4.700693845748901
fedavg_alpha10.0_c10,30,10.0,10,0.8852923582345607,0.8737044975750777,0.9859993931624709,4.5276100635528564
fedavg_alpha10.0_c10,31,10.0,10,0.8893050121333296,0.8836849985371223,0.9851948798467891,4.229321002960205
fedavg_alpha10.0_c10,32,10.0,10,0.867653161893586,0.8548273124320035,0.987010602047264,4.522140741348267
fedavg_alpha10.0_c10,33,10.0,10,0.8528994121473602,0.8434945820895354,0.9822412794967201,4.335103988647461
fedavg_alpha10.0_c10,34,10.0,10,0.8887932800593539,0.8806022363661523,0.985480339152464,4.231672048568726
fedavg_alpha10.0_c10,35,10.0,10,0.8573745890452458,0.8319148670521408,0.9852563658300472,4.502084970474243
fedavg_alpha10.0_c10,36,10.0,10,0.8918228374452724,0.8873697889965456,0.9872814443108935,4.3008811473846436
fedavg_alpha10.0_c10,37,10.0,10,0.8885314897900397,0.8873754372335,0.9888213525381376,4.585052967071533
fedavg_alpha10.0_c10,38,10.0,10,0.8736681781510782,0.8655365973953106,0.9856293660809315,4.8372509479522705
fedavg_alpha10.0_c10,39,10.0,10,0.9064701657211917,0.9030830988967837,0.9860436774718337,4.648291110992432
fedavg_alpha10.0_c10,40,10.0,10,0.8761247479530654,0.8695580780334466,0.9841234941070539,4.115131139755249
fedavg_alpha10.0_c10,41,10.0,10,0.821890621462441,0.7949147632123128,0.9792892177066234,4.4831719398498535
fedavg_alpha10.0_c10,42,10.0,10,0.8848105635434637,0.8756911545292553,0.9851193959713014,4.4878010749816895
fedavg_alpha10.0_c10,43,10.0,10,0.9021496348308935,0.8927014230375228,0.9886798736679718,4.337990045547485
fedavg_alpha10.0_c10,44,10.0,10,0.889546424202033,0.8804131725452399,0.9871096678201875,4.015364170074463
fedavg_alpha10.0_c10,45,10.0,10,0.8838479137901164,0.8747569367363788,0.9868858045137795,4.416522026062012
fedavg_alpha10.0_c10,46,10.0,10,0.8483652469661361,0.8251646400286903,0.9840685100688387,4.4492480754852295
fedavg_alpha10.0_c10,47,10.0,10,0.8808156140485142,0.8698353214616679,0.9845146890365489,4.249499797821045
fedavg_alpha10.0_c10,48,10.0,10,0.8935881927769753,0.8807595779715367,0.9842008024617641,4.028602838516235
fedavg_alpha10.0_c10,49,10.0,10,0.8674230391891132,0.8459899439945721,0.9832761728774078,4.522140979766846
fedavg_alpha10.0_c10,50,10.0,10,0.8615844297441424,0.8495324772659743,0.9848350855284774,4.359127998352051
