run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time
fedavg_alpha1.0_c5_seed42,fedavg,1,1.0,5,42,0.46584602524854224,0.24019911889897871,0.8018899808775817,3.462696075439453
fedavg_alpha1.0_c5_seed42,fedavg,2,1.0,5,42,0.7970003500678277,0.7629468151244818,0.9767277016128089,3.5072851181030273
fedavg_alpha1.0_c5_seed42,fedavg,3,1.0,5,42,0.927307915054957,0.9249904299621147,0.9955926380759468,3.387187957763672
fedavg_alpha1.0_c5_seed42,fedavg,4,1.0,5,42,0.9494501150427042,0.933659078044067,0.9972550907449683,3.3917899131774902
fedavg_alpha1.0_c5_seed42,fedavg,5,1.0,5,42,0.9395935709173461,0.8878210504869453,0.997640379623971,3.2814509868621826
fedavg_alpha1.0_c5_seed42,fedavg,6,1.0,5,42,0.957578074177485,0.9422109742751295,0.9976195458247323,3.3367061614990234
fedavg_alpha1.0_c5_seed42,fedavg,7,1.0,5,42,0.9644844968606993,0.9514707778371685,0.9971584576845938,3.1844489574432373
fedavg_alpha1.0_c5_seed42,fedavg,8,1.0,5,42,0.968987522654168,0.9701084742394116,0.9978253447067769,3.2438600063323975
fedavg_alpha1.0_c5_seed42,fedavg,9,1.0,5,42,0.9634887151432562,0.956724110277038,0.9971995366446226,4.653116941452026
fedavg_alpha1.0_c5_seed42,fedavg,10,1.0,5,42,0.9650466597296337,0.9518811133225965,0.9991441998410122,3.4720821380615234
fedavg_alpha1.0_c5_seed42,fedavg,11,1.0,5,42,0.9519157057341567,0.9314438769081461,0.9984844066968792,3.279984951019287
fedavg_alpha1.0_c5_seed42,fedavg,12,1.0,5,42,0.9597092959708584,0.9342619446275588,0.9989920403880633,3.41460919380188
fedavg_alpha1.0_c5_seed42,fedavg,13,1.0,5,42,0.9543614118931402,0.9386103764399778,0.9983229100635143,3.155925989151001
fedavg_alpha1.0_c5_seed42,fedavg,14,1.0,5,42,0.9595024204004293,0.9462004838301633,0.9988448739727585,3.2085089683532715
fedavg_alpha1.0_c5_seed42,fedavg,15,1.0,5,42,0.9558132540206788,0.9300509727217514,0.9976953322998853,3.2488791942596436
fedavg_alpha1.0_c5_seed42,fedavg,16,1.0,5,42,0.9609014329397868,0.9520279085173362,0.9982480218003005,3.4779012203216553
fedavg_alpha1.0_c5_seed42,fedavg,17,1.0,5,42,0.9747678694749773,0.9686396391774785,0.999221683364348,3.265986919403076
fedavg_alpha1.0_c5_seed42,fedavg,18,1.0,5,42,0.9753592642650881,0.9630329073329527,0.9991539032020438,3.5103280544281006
fedavg_alpha1.0_c5_seed42,fedavg,19,1.0,5,42,0.959264106110631,0.9369300147911448,0.9985468593073588,4.5260889530181885
fedavg_alpha1.0_c5_seed42,fedavg,20,1.0,5,42,0.9308160748818441,0.9255052480086698,0.9986002746348746,3.529771089553833
fedavg_alpha1.0_c5_seed42,fedavg,21,1.0,5,42,0.961308788245893,0.9545498759342081,0.9986046813871156,3.251037120819092
