run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time
fedavg_alpha0.1_c10_seed42,fedavg,1,0.1,10,42,0.4124878785104503,0.33628952067356377,0.0,4.8803136348724365
fedavg_alpha0.1_c10_seed42,fedavg,2,0.1,10,42,0.6580937568540167,0.5187883734582284,0.0,5.313666820526123
fedavg_alpha0.1_c10_seed42,fedavg,3,0.1,10,42,0.5178121114167625,0.45838647722363257,0.0,5.0755839347839355
fedavg_alpha0.1_c10_seed42,fedavg,4,0.1,10,42,0.4491681767844559,0.42189013750370685,0.0,4.747490882873535
fedavg_alpha0.1_c10_seed42,fedavg,5,0.1,10,42,0.4617622548197103,0.4334600981694804,0.0,5.548604249954224
fedavg_alpha0.1_c10_seed42,fedavg,6,0.1,10,42,0.4412136313299104,0.4115639400350636,0.0,4.684027910232544
fedavg_alpha0.1_c10_seed42,fedavg,7,0.1,10,42,0.5200705594600944,0.4482317570268365,0.0,5.423779010772705
fedavg_alpha0.1_c10_seed42,fedavg,8,0.1,10,42,0.47206537177467406,0.4420343072105116,0.0,5.678951025009155
fedavg_alpha0.1_c10_seed42,fedavg,9,0.1,10,42,0.550436586919145,0.5002322961624885,0.0,5.010123014450073
fedavg_alpha0.1_c10_seed42,fedavg,10,0.1,10,42,0.4602730184125533,0.451810872274551,0.0,5.188133716583252
fedavg_alpha0.1_c10_seed42,fedavg,11,0.1,10,42,0.5344615738511087,0.4745448490953197,0.0,4.801832914352417
fedavg_alpha0.1_c10_seed42,fedavg,12,0.1,10,42,0.5013297822890846,0.4662876529288118,0.0,5.33349871635437
fedavg_alpha0.1_c10_seed42,fedavg,13,0.1,10,42,0.4915452846027401,0.4119183309230534,0.0,6.854259967803955
fedavg_alpha0.1_c10_seed42,fedavg,14,0.1,10,42,0.4786210533645554,0.4129909146720735,0.0,5.2628560066223145
fedavg_alpha0.1_c10_seed42,fedavg,15,0.1,10,42,0.5164894525701639,0.4274023789037581,0.0,6.926810264587402
fedavg_alpha0.1_c10_seed42,fedavg,16,0.1,10,42,0.4721951752817006,0.40528092942953087,0.0,4.619499921798706
fedavg_alpha0.1_c10_seed42,fedavg,17,0.1,10,42,0.4868434236508791,0.43279290889903954,0.0,6.260757923126221
fedavg_alpha0.1_c10_seed42,fedavg,18,0.1,10,42,0.5163823064985856,0.5142399838553685,0.0,6.582947254180908
fedavg_alpha0.1_c10_seed42,fedavg,19,0.1,10,42,0.5022338008145122,0.44614886695795974,0.0,5.568561792373657
fedavg_alpha0.1_c10_seed42,fedavg,20,0.1,10,42,0.5893661858778139,0.5114277070760355,0.0,6.559398889541626
fedavg_alpha0.1_c10_seed42,fedavg,21,0.1,10,42,0.47028498209243763,0.40573595632106274,0.0,5.011726140975952
fedavg_alpha0.1_c10_seed42,fedavg,22,0.1,10,42,0.5328225517521004,0.44797862448765946,0.0,5.862993955612183
fedavg_alpha0.1_c10_seed42,fedavg,23,0.1,10,42,0.4765803196377752,0.4380882633695701,0.0,6.10130500793457
fedavg_alpha0.1_c10_seed42,fedavg,24,0.1,10,42,0.46707642594270504,0.44174695557175847,0.0,5.882394075393677
fedavg_alpha0.1_c10_seed42,fedavg,25,0.1,10,42,0.4541864972439528,0.40163683579976894,0.0,5.198146104812622
fedavg_alpha0.1_c10_seed42,fedavg,26,0.1,10,42,0.483907858326463,0.4244726349501374,0.0,5.289513111114502
fedavg_alpha0.1_c10_seed42,fedavg,27,0.1,10,42,0.4689959591122383,0.44055565640497346,0.0,5.185068130493164
fedavg_alpha0.1_c10_seed42,fedavg,28,0.1,10,42,0.5131755604139325,0.4947482019619992,0.0,4.864467144012451
fedavg_alpha0.1_c10_seed42,fedavg,29,0.1,10,42,0.49601951494906354,0.38720158745598593,0.0,5.604408025741577
fedavg_alpha0.1_c10_seed42,fedavg,30,0.1,10,42,0.5262091333654262,0.4463106374812617,0.0,5.200012922286987
fedavg_alpha0.1_c10_seed42,fedavg,31,0.1,10,42,0.5135619856892087,0.4561122729459429,0.0,4.6372339725494385
fedavg_alpha0.1_c10_seed42,fedavg,32,0.1,10,42,0.4928999445329814,0.4115462118653609,0.0,4.790147066116333
fedavg_alpha0.1_c10_seed42,fedavg,33,0.1,10,42,0.5274764154466617,0.46124227075295676,0.0,4.730277061462402
fedavg_alpha0.1_c10_seed42,fedavg,34,0.1,10,42,0.47390621696367247,0.43646126472558355,0.0,5.152549982070923
fedavg_alpha0.1_c10_seed42,fedavg,35,0.1,10,42,0.5134817654055001,0.4267676694400532,0.0,5.19690203666687
fedavg_alpha0.1_c10_seed42,fedavg,36,0.1,10,42,0.4765220728883519,0.43851222483527225,0.0,5.923861026763916
fedavg_alpha0.1_c10_seed42,fedavg,37,0.1,10,42,0.4770337631144745,0.44292233445432155,0.0,5.180681943893433
fedavg_alpha0.1_c10_seed42,fedavg,38,0.1,10,42,0.4800267363451358,0.43039595772813266,0.0,5.207186937332153
fedavg_alpha0.1_c10_seed42,fedavg,39,0.1,10,42,0.5566273574994506,0.516064400640639,0.0,5.080754041671753
fedavg_alpha0.1_c10_seed42,fedavg,40,0.1,10,42,0.4785642028716584,0.44369807013320656,0.0,5.8278069496154785
fedavg_alpha0.1_c10_seed42,fedavg,41,0.1,10,42,0.5148555664544037,0.4852842817869691,0.0,6.0566792488098145
fedavg_alpha0.1_c10_seed42,fedavg,42,0.1,10,42,0.5988094084366313,0.5193298619096761,0.0,6.234360933303833
fedavg_alpha0.1_c10_seed42,fedavg,43,0.1,10,42,0.4738679916347495,0.42205501534208756,0.0,4.818084955215454
fedavg_alpha0.1_c10_seed42,fedavg,44,0.1,10,42,0.5411828791189256,0.44803432392635056,0.0,5.011034965515137
fedavg_alpha0.1_c10_seed42,fedavg,45,0.1,10,42,0.5401079555491319,0.4663957946054743,0.0,7.518179893493652
fedavg_alpha0.1_c10_seed42,fedavg,46,0.1,10,42,0.587332454663166,0.4837973736032879,0.0,4.868005752563477
fedavg_alpha0.1_c10_seed42,fedavg,47,0.1,10,42,0.5558793598037785,0.4967942470537974,0.0,4.844548940658569
fedavg_alpha0.1_c10_seed42,fedavg,48,0.1,10,42,0.590314657645369,0.4895094866993963,0.0,4.561115980148315
fedavg_alpha0.1_c10_seed42,fedavg,49,0.1,10,42,0.5335803259110372,0.47984997805848195,0.0,4.84102201461792
fedavg_alpha0.1_c10_seed42,fedavg,50,0.1,10,42,0.5226870462677576,0.4707480053734253,0.0,4.567131757736206
