run,algo,round,alpha,num_clients,seed,accuracy,f1,auc,time
fedavg_alpha10.0_c10_seed42,fedavg,1,10.0,10,42,0.4068665323124968,0.19116404302739004,0.6822916088234849,6.9798829555511475
fedavg_alpha10.0_c10_seed42,fedavg,2,10.0,10,42,0.49835671776164253,0.3774070550210632,0.8490324994578596,6.369232892990112
fedavg_alpha10.0_c10_seed42,fedavg,3,10.0,10,42,0.5966353371131072,0.521216280302735,0.9292308812450317,5.923649787902832
fedavg_alpha10.0_c10_seed42,fedavg,4,10.0,10,42,0.7873216217207325,0.7772678894936873,0.9709441400003384,5.427970886230469
fedavg_alpha10.0_c10_seed42,fedavg,5,10.0,10,42,0.8657116901945902,0.8662323035548212,0.9846538578416171,4.475271224975586
fedavg_alpha10.0_c10_seed42,fedavg,6,10.0,10,42,0.897615279119725,0.8954891837858557,0.9874996838308336,5.592757940292358
fedavg_alpha10.0_c10_seed42,fedavg,7,10.0,10,42,0.9062163301434849,0.9057130898190217,0.9913848222876822,4.88935399055481
fedavg_alpha10.0_c10_seed42,fedavg,8,10.0,10,42,0.9202796737765958,0.924294864318308,0.9921947927936797,4.8264782428741455
fedavg_alpha10.0_c10_seed42,fedavg,9,10.0,10,42,0.91738109044778,0.915300948551398,0.9922957640295896,4.422990083694458
fedavg_alpha10.0_c10_seed42,fedavg,10,10.0,10,42,0.9153528699602572,0.9161306223856667,0.9917786224799652,4.267086744308472
fedavg_alpha10.0_c10_seed42,fedavg,11,10.0,10,42,0.9054740820814693,0.910465013928112,0.9913965971907883,5.469200849533081
fedavg_alpha10.0_c10_seed42,fedavg,12,10.0,10,42,0.9010023474777236,0.8963973960289003,0.9903953456559513,4.7994489669799805
fedavg_alpha10.0_c10_seed42,fedavg,13,10.0,10,42,0.9167149523223393,0.9147293788733604,0.9920308527530579,5.241358995437622
fedavg_alpha10.0_c10_seed42,fedavg,14,10.0,10,42,0.9300376561043455,0.9303423652797184,0.9913463926300361,5.4285807609558105
fedavg_alpha10.0_c10_seed42,fedavg,15,10.0,10,42,0.8813298761581935,0.8877407940394211,0.9907606171895542,5.124647855758667
fedavg_alpha10.0_c10_seed42,fedavg,16,10.0,10,42,0.9238032009030641,0.9257250374497241,0.9905929893533291,5.023239850997925
fedavg_alpha10.0_c10_seed42,fedavg,17,10.0,10,42,0.9267307636503943,0.9265196264895648,0.9933020521356735,4.622651100158691
fedavg_alpha10.0_c10_seed42,fedavg,18,10.0,10,42,0.8902192077568274,0.8936974611216095,0.992291550028396,6.708641052246094
fedavg_alpha10.0_c10_seed42,fedavg,19,10.0,10,42,0.9018735728855427,0.898168032638883,0.9911641635173934,5.6070520877838135
fedavg_alpha10.0_c10_seed42,fedavg,20,10.0,10,42,0.9190831382859428,0.9172125051574158,0.9908905181050972,5.030256748199463
fedavg_alpha10.0_c10_seed42,fedavg,21,10.0,10,42,0.9077719266217897,0.9102509947420451,0.991744131170341,5.348526954650879
fedavg_alpha10.0_c10_seed42,fedavg,22,10.0,10,42,0.8928015698391896,0.8948591963962924,0.9892500353750767,5.103291034698486
fedavg_alpha10.0_c10_seed42,fedavg,23,10.0,10,42,0.8823242429025604,0.878061385501576,0.9894879318407656,5.57211709022522
fedavg_alpha10.0_c10_seed42,fedavg,24,10.0,10,42,0.8972094591075441,0.9010563400612883,0.9903444008843655,6.342597007751465
fedavg_alpha10.0_c10_seed42,fedavg,25,10.0,10,42,0.9260945761944392,0.9288213572496362,0.9901731902041252,5.140779972076416
fedavg_alpha10.0_c10_seed42,fedavg,26,10.0,10,42,0.9175474629489677,0.9150275444724552,0.9915537027262319,4.582797050476074
fedavg_alpha10.0_c10_seed42,fedavg,27,10.0,10,42,0.9107830932177718,0.9112286080858099,0.9917151860178948,5.037417888641357
fedavg_alpha10.0_c10_seed42,fedavg,28,10.0,10,42,0.8769524661005509,0.8865421608794728,0.9849515152989975,5.584892988204956
fedavg_alpha10.0_c10_seed42,fedavg,29,10.0,10,42,0.9218610646079867,0.9224257797638042,0.9920181292020238,4.782495975494385
fedavg_alpha10.0_c10_seed42,fedavg,30,10.0,10,42,0.9164094738291044,0.915950226241266,0.99030837912048,5.295400142669678
fedavg_alpha10.0_c10_seed42,fedavg,31,10.0,10,42,0.9110801017647803,0.9105959880229779,0.9914621220752654,4.857540130615234
fedavg_alpha10.0_c10_seed42,fedavg,32,10.0,10,42,0.9063522872096744,0.9048897062287304,0.988312238745445,5.074016094207764
fedavg_alpha10.0_c10_seed42,fedavg,33,10.0,10,42,0.9191805700379573,0.9219659908860495,0.9910789545426504,4.824441194534302
fedavg_alpha10.0_c10_seed42,fedavg,34,10.0,10,42,0.9217952185753142,0.9237800388764853,0.9907637964367957,4.8630170822143555
fedavg_alpha10.0_c10_seed42,fedavg,35,10.0,10,42,0.9219956980623875,0.9156818857701211,0.98923403209328,4.504547834396362
fedavg_alpha10.0_c10_seed42,fedavg,36,10.0,10,42,0.9174391579692538,0.9176550935040755,0.992669246061828,4.452092170715332
fedavg_alpha10.0_c10_seed42,fedavg,37,10.0,10,42,0.8977230156983917,0.8991410698550231,0.9887144441553589,4.527891159057617
fedavg_alpha10.0_c10_seed42,fedavg,38,10.0,10,42,0.915237490128051,0.9127823911398252,0.9928294330409049,4.76741099357605
fedavg_alpha10.0_c10_seed42,fedavg,39,10.0,10,42,0.9217489689592973,0.9230957513826981,0.9913127328427184,4.6706223487854
fedavg_alpha10.0_c10_seed42,fedavg,40,10.0,10,42,0.9130582104853652,0.9094505715054387,0.9909145365985303,4.502912759780884
fedavg_alpha10.0_c10_seed42,fedavg,41,10.0,10,42,0.9268261404957712,0.9267701996468943,0.9916632020210013,5.373187065124512
fedavg_alpha10.0_c10_seed42,fedavg,42,10.0,10,42,0.9173044835921033,0.9177085571417922,0.9903396041174582,4.8251869678497314
fedavg_alpha10.0_c10_seed42,fedavg,43,10.0,10,42,0.9242689947990905,0.9240649242468024,0.9926504458414256,4.930026054382324
fedavg_alpha10.0_c10_seed42,fedavg,44,10.0,10,42,0.9397960545686262,0.9419476249509344,0.9944523030871935,4.734143018722534
fedavg_alpha10.0_c10_seed42,fedavg,45,10.0,10,42,0.9147743976649585,0.9156993028103961,0.9918858203417571,4.169339895248413
fedavg_alpha10.0_c10_seed42,fedavg,46,10.0,10,42,0.9327140857698314,0.9356295410712191,0.992499901845006,4.510715007781982
fedavg_alpha10.0_c10_seed42,fedavg,47,10.0,10,42,0.9338682470819955,0.935484698637086,0.9927643459426175,4.591564893722534
fedavg_alpha10.0_c10_seed42,fedavg,48,10.0,10,42,0.921403669176241,0.9225003443928834,0.9934850571677073,4.732296943664551
fedavg_alpha10.0_c10_seed42,fedavg,49,10.0,10,42,0.9208593259225953,0.9228423562415143,0.9914264763540601,4.590033054351807
fedavg_alpha10.0_c10_seed42,fedavg,50,10.0,10,42,0.893457204370337,0.8892928713674033,0.9936494364413825,4.469683885574341
